"MacroPlot.Name","Monitoring.Status","Date","TagNo","Status","DBH","Ht","CrwnRto","CrwnCl","LiCrBHt","CrFuBHt","CrwnRad","Age","GrwthRt","Mort","DecayCl","LaddBaseHt","LaddMaxHt","DRC","NuLiStems","NuDeStems","EqDia","XCoord","YCoord","CKR","CharHt","ScorchHt","CrScPct","DamCd1","DamSev1","DamCd2","DamSev2","DamCd3","DamSev3","DamCd4","DamSev4","DamCd5","DamSev5","Comment","UV1","UV2","SnagPlotSize","BrkPntDia","Species.Symbol","X"
"_149","PreBurnYear1","9/17/2020 9:00:29 AM",807,"L",14.3,7.4,60,"S",6.2,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERCO_SL",0,1,NA,NA,"PIJE",NA
"_149","PreBurnYear1","9/17/2020 9:00:29 AM",808,"L",51.85,10,90,"I",2,NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYMO_SL",0.3,0,NA,NA,"QUKE",NA
"_149","PreBurnYear1","9/17/2020 9:00:29 AM",809,"L",10.3,5.5,50,"I",3.8,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERCO_SL",0.3,0.8,NA,NA,"PIJE",NA
"_149","PreBurnYear1","9/17/2020 9:00:29 AM",810,"L",28.55,11.6,60,"I",5,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROCA_SL",0.1,3,NA,NA,"PIJE",NA
"_149","PreBurnYear1","9/17/2020 9:00:29 AM",811,"L",14.95,7.8,60,"S",4.2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERWR_SL",0,0.5,NA,NA,"PIJE",NA
"_149","PreBurnYear1","9/17/2020 9:00:29 AM",813,"L",22.45,8.9,60,"I",4.2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CEPA_ST",0.4,5,NA,NA,"PIJE",NA
"_149","PreBurnYear1","9/17/2020 9:00:29 AM",814,"L",22,9.4,80,"I",5,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROCA_SL",1,1.2,NA,NA,"PIJE",NA
"_149","PreBurnYear1","9/17/2020 9:00:29 AM",815,"L",7.8,4.2,20,"S",3.8,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYMO_SL",0,0.4,NA,NA,"PIJE",NA
"_149","PreBurnYear1","9/17/2020 9:00:29 AM",816,"L",23.8,10.6,70,"C",5.2,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROCA_SL",0.1,1,NA,NA,"PIJE",NA
"_149","PreBurnYear1","9/17/2020 9:00:29 AM",818,"L",12.8,29.6,80,"C",7.6,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROCA_SL",0,0.8,NA,NA,"PIJE",NA
