MacroPlot Name,Monitoring Status,Date,Index,SizeClDia,Status,Count,AvgHt,AvgCrwnRto,SubFrac,Comment,TagNo,Top Kill (Y/N),Resprout (Y/N),Epicormic Resprout (Y/N),Basal Resprout (Y/N),Basal Resprout Height (cm),Basal Resprout Width (cm),Basal Resprout Count,UV2,UV3,MacroPlotSize,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species Symbol,Visited
_139,PostBurnYear1,8/30/2021 14:24,-2147483647,0.95,L,1,1.8,,1,,775,N,N,N,Y,13.5,8,1,,,,,,,,,,QUKE,
_139,PostBurnYear1,8/30/2021 14:24,-2147483646,3.3,D,1,3.9,,1,,779,Y,Y,N,Y,81,110,26,,,,,,,,,,QUKE,
_134,PostBurnYear2,9/26/2022 11:13,,,,,,,,,,,,,,,,,,,0.04,,,tag,D. to Plant,D. to CWD,neighbor,,TRUE
_134,PostBurnYear2,9/26/2022 11:13,-2147483648,0,D,1,,,1,Gone.,739,,,,,,,,,,,,,,,,,QUKE,
_134,PostBurnYear2,9/26/2022 11:13,-2147483646,0,D,1,,,1,Gone.,746,,,,,,,,,,,,,,,,,QUKE,
_134,PostBurnYear2,9/26/2022 11:13,-2147483645,0,D,1,,,1,Burned off. ,748,Y,Y,N,Y,90,105,23,,,,,,,,,,QUKE,
_134,PostBurnYear2,9/26/2022 11:13,-2147483644,0,D,1,,,1,New tag 882. Burned off,749,Y,Y,N,Y,87,88,16,,,,,,,,,,QUKE,
_134,PostBurnYear2,9/26/2022 11:13,-2147483643,2.5,D,1,2.6,,1,No tag but very close to 751.,750,Y,Y,N,Y,133,177,16,,,,,,,,,,QUKE,
_134,PostBurnYear2,9/26/2022 11:13,-2147483642,1.9,D,1,2.1,,1,,751,Y,Y,N,Y,119,130,9,,,,,,,,,,QUKE,
_134,PostBurnYear2,9/26/2022 11:13,-2147483641,0.8,D,1,1.6,,1,New tag 883,752,Y,Y,N,Y,92,75,4,,,,,,,,,,QUKE,
_134,PostBurnYear2,9/26/2022 11:13,-2147483640,1.6,L,1,2.2,,1,,753,N,Y,N,N,,,,,,,,,,,,,QUKE,
_135,PostBurnYear2,9/26/2022 11:14,,,,,,,,,,,,,,,,,,,0.04,,,tag,D. to Plant,D. to CWD,neighbor,,TRUE
_135,PostBurnYear2,9/26/2022 11:14,-2147483648,5.25,D,1,2,,1,,724,N,N,N,N,,,,,,,,,,,,,PIJE,
_135,PostBurnYear2,9/26/2022 11:14,-2147483647,1.55,D,1,2.1,,1,,727,Y,Y,N,Y,134,127,15,,,,,,,,,,QUKE,
_135,PostBurnYear2,9/26/2022 11:14,-2147483646,2.2,D,1,2.2,,1,,728,Y,Y,N,Y,109,148,8,,,,,,,,,,QUKE,
_135,PostBurnYear2,9/26/2022 11:14,-2147483645,1.2,D,1,2.1,,1,,729,Y,Y,N,Y,117,102,9,,,,,,,,,,QUKE,
_136,PostBurnYear2,9/26/2022 11:14,,,,,,,,,,,,,,,,,,,0.04,,,tag,D. to Plant,D. to CWD,neighbor,,TRUE
_136,PostBurnYear2,9/26/2022 11:14,-2147483648,0.8,L,1,1.45,,1,,713,N,Y,N,N,,,,,,,,,,,,,QUKE,
_136,PostBurnYear2,9/26/2022 11:14,-2147483647,0.95,D,1,1.4,,1,,714,Y,Y,N,Y,131,147,6,,,,,,,,,,QUKE,
_136,PostBurnYear2,9/26/2022 11:14,-2147483646,0.55,L,1,1.75,,1,,715,N,Y,N,N,,,,,,,,,,,,,QUKE,
_136,PostBurnYear2,9/26/2022 11:14,-2147483645,0.5,L,1,1.45,,1,,716,N,Y,N,N,,,,,,,,,,,,,QUKE,
_136,PostBurnYear2,9/26/2022 11:14,-2147483644,0.4,L,1,1.5,,1,,717,N,Y,N,N,,,,,,,,,,,,,QUKE,
_136,PostBurnYear2,9/26/2022 11:14,-2147483643,0.3,D,1,1.4,,1,,718,Y,Y,N,Y,135,149,14,,,,,,,,,,QUKE,
_137,PostBurnYear2,9/26/2022 11:16,,,,,,,,,,,,,,,,,,,0.04,,,tag,D. to Plant,D. to CWD,neighbor,,TRUE
_137,PostBurnYear2,9/26/2022 11:16,-2147483648,0,D,1,,,1,completely squished by fallen PIJE; some resprouts are there but pushed apart from PIJE.,706,Y,Y,N,Y,94,50,3,,,,,,,,,,QUKE,
_138,PostBurnYear2,9/26/2022 11:17,,,,,,,,,,,,,,,,,,,0.04,,,tag,D. to Plant,D. to CWD,neighbor,,TRUE
_138,PostBurnYear2,9/26/2022 11:17,-2147483648,0.7,L,1,1.6,,1,,783,N,N,N,N,,,,,,,,,,,,,QUKE,
_139,PostBurnYear2,9/26/2022 11:17,,,,,,,,,,,,,,,,,,,0.04,,,tag,D. to Plant,D. to CWD,neighbor,,TRUE
_139,PostBurnYear2,9/26/2022 11:17,-2147483648,0.6,L,1,1.8,,1,,774,N,Y,N,N,,,,,,,,,,,,,QUKE,
_139,PostBurnYear2,9/26/2022 11:17,-2147483647,1.3,L,1,1.9,,1,,775,N,N,N,Y,73,50,1,,,,,,,,,,QUKE,
_139,PostBurnYear2,9/26/2022 11:17,-2147483646,3.6,D,1,3.9,,1,,779,Y,Y,N,Y,88,124,39,,,,,,,,,,QUKE,
_134,PreBurnYear1,8/19/2020 8:44,,,,,,,,,,,,,,,,,,,0.04,,,tag,D. to Plant,D. to CWD,neighbor,,TRUE
_134,PreBurnYear1,8/19/2020 8:44,-2147483648,1.4,L,1,1.5,,1,PIJE_TOV,739,,,,,,,,2,0,,,,,,,,QUKE,
_134,PreBurnYear1,8/19/2020 8:44,-2147483646,1.1,L,1,1.8,,1,ROCA_SL,746,,,,,,,,0.2,0,,,,,,,,QUKE,
_134,PreBurnYear1,8/19/2020 8:44,-2147483645,1.1,L,1,2.1,,1,ROCA_SL,748,,,,,,,,0,2,,,,,,,,QUKE,
_134,PreBurnYear1,8/19/2020 8:44,-2147483644,0.3,L,1,1.5,,1,ROCA_SL,749,,,,,,,,0,0.3,,,,,,,,QUKE,
_134,PreBurnYear1,8/19/2020 8:44,-2147483643,2.55,L,1,3,,1,ROCA_SM,750,,,,,,,,0,0.9,,,,,,,,QUKE,
_134,PreBurnYear1,8/19/2020 8:44,-2147483642,2.4,L,1,2.3,,1,ROCA_SM,751,,,,,,,,0,1.5,,,,,,,,QUKE,
_134,PreBurnYear1,8/19/2020 8:44,-2147483641,1.5,L,1,2.1,,1,ROCA_SM,752,,,,,,,,0.1,1.08,,,,,,,,QUKE,
_134,PreBurnYear1,8/19/2020 8:44,-2147483640,4,L,1,4,,1,QUKE_TSE,753,,,,,,,,1,1,,,,,,,,QUKE,
_135,PreBurnYear1,8/19/2020 8:44,,,,,,,,,,,,,,,,,,,0.04,,,tag,D. to Plant,D. to CWD,neighbor,,TRUE
_135,PreBurnYear1,8/19/2020 8:44,-2147483648,5.5,L,1,3,,1,x_ST,724,,,,,,,,2,4.5,,,,,,,,PIJE,
_135,PreBurnYear1,8/19/2020 8:44,-2147483647,2.2,L,1,2.2,,1,ROCA_SM,727,,,,,,,,0,2,,,,,,,,QUKE,
_135,PreBurnYear1,8/19/2020 8:44,-2147483646,3,L,1,3,,1,ROCA_SM,728,,,,,,,,0,1.28,,,,,,,,QUKE,
_135,PreBurnYear1,8/19/2020 8:44,-2147483645,2.1,L,1,2.1,,1,ROCA_SM,729,,,,,,,,0,4.435,,,,,,,,QUKE,
_136,PreBurnYear1,8/19/2020 8:44,,,,,,,,,,,,,,,,,,,0.04,,,tag,D. to Plant,D. to CWD,neighbor,,TRUE
_136,PreBurnYear1,8/19/2020 8:44,-2147483648,0.7,L,1,1.8,,1,QUKE_TSA,713,,,,,,,,1.2,0.7,,,,,,,,QUKE,
_136,PreBurnYear1,8/19/2020 8:44,-2147483647,1.1,L,1,1.6,,1,QUKE_TSA,714,,,,,,,,0,0,,,,,,,,QUKE,
_136,PreBurnYear1,8/19/2020 8:44,-2147483646,0.5,L,1,1.6,,1,QUKE_TSA,715,,,,,,,,0,0.3,,,,,,,,QUKE,
_136,PreBurnYear1,8/19/2020 8:44,-2147483645,0.9,L,1,1.9,,1,QUKE_TSA,716,,,,,,,,0,1.2,,,,,,,,QUKE,
_136,PreBurnYear1,8/19/2020 8:44,-2147483644,1.3,L,1,2,,1,QUKE_TSA,717,,,,,,,,0,1.5,,,,,,,,QUKE,
_136,PreBurnYear1,8/19/2020 8:44,-2147483643,0.4,L,1,1.5,,1,QUKE_TSA,718,,,,,,,,3.5,4.5,,,,,,,,QUKE,
_137,PreBurnYear1,8/19/2020 8:44,,,,,,,,,,,,,,,,,,,0.04,,,tag,D. to Plant,D. to CWD,neighbor,,TRUE
_137,PreBurnYear1,8/19/2020 8:44,-2147483648,0.6,L,1,1.47,,1,QUKE_TSA_PIJE_TOV,706,,,,,,,,2.7,2,,,,,,,,QUKE,
_138,PreBurnYear1,8/19/2020 8:44,,,,,,,,,,,,,,,,,,,0.04,,,tag,D. to Plant,D. to CWD,neighbor,,TRUE
_138,PreBurnYear1,8/19/2020 8:44,-2147483648,1.9,L,1,2.4,,1,PIJE_TSE,783,,,,,,,,2.2,0.4,,,,,,,,QUKE,
_139,PreBurnYear1,8/19/2020 8:44,,,,,,,,,,,,,,,,,,,0.04,,,tag,D. to Plant,D. to CWD,neighbor,,TRUE
_139,PreBurnYear1,8/19/2020 8:44,-2147483648,2.25,L,1,2.6,,1,ROCA_SM,774,,,,,,,,0,2,,,,,,,,QUKE,
_139,PreBurnYear1,8/19/2020 8:44,-2147483647,0.85,L,1,1.9,,1,ROCA_SM,775,,,,,,,,0.3,6.2,,,,,,,,QUKE,
_139,PreBurnYear1,8/19/2020 8:44,-2147483646,3.5,L,1,3.2,,1,ROCA_SM,779,,,,,,,,0.5,4,,,,,,,,QUKE,
