MacroPlot Name,Monitoring Status,Date,Index,SizeClDia,Status,Count,AvgHt,AvgCrwnRto,SubFrac,Comment,TagNo,Top Kill (Y/N),Resprout (Y/N),Epicormic Resprout (Y/N),Basal Resprout (Y/N),Basal Resprout Height (cm),Basal Resprout Width (cm),Basal Resprout Count,UV2,UV3,MacroPlotSize,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species Symbol,Visited
_141,PreBurnYear1,8/19/2020 8:54,-2147483648,5.65,L,1,4.5,,1,ERWR_SL,502,,,,,,,,0.4,3.5,,,,,,,,QUKE,
_141,PreBurnYear1,8/19/2020 8:54,-2147483647,5.75,L,1,4.9,,1,ERWR_SL,503,,,,,,,,0.9,0.4,,,,,,,,QUKE,
_141,PreBurnYear1,8/19/2020 8:54,-2147483646,1.7,L,1,2.2,,1,QUKE_TSA,504,,,,,,,,1.1,1,,,,,,,,QUKE,
_141,PreBurnYear1,8/19/2020 8:54,-2147483645,0.7,L,1,1.6,,1,QUKE_TSA,505,,,,,,,,1.1,0.1,,,,,,,,QUKE,
_141,PreBurnYear1,8/19/2020 8:54,-2147483644,4.4,L,1,4.5,,1,QUKE_TSA,506,,,,,,,,2,1,,,,,,,,QUKE,
_142,PreBurnYear1,8/19/2020 8:54,,,,,,,,,,,,,,,,,,,0.04,,,tag,D. to Plant,D. to CWD,neighbor,,TRUE
_142,PreBurnYear1,8/19/2020 8:54,-2147483648,3.15,L,1,3.1,,1,QUKE_TOV,569,,,,,,,,0.4,2,,,,,,,,QUKE,
_142,PreBurnYear1,8/19/2020 8:54,-2147483647,0.55,L,1,1.5,,1,QUKE_TOV,572,,,,,,,,0.5,0.2,,,,,,,,QUKE,
_142,PreBurnYear1,8/19/2020 8:54,-2147483646,1.9,L,1,2.9,,1,ROCA_SL,573,,,,,,,,0.4,2,,,,,,,,QUKE,
_142,PreBurnYear1,8/19/2020 8:54,-2147483645,3.45,L,1,2.2,,1,ROCA_SL,578,,,,,,,,0.3,2,,,,,,,,PIJE,
_142,PreBurnYear1,8/19/2020 8:54,-2147483644,0.45,L,1,1.41,,1,ERWR_SL,579,,,,,,,,0.5,3,,,,,,,,QUKE,
_142,PreBurnYear1,8/19/2020 8:54,-2147483643,6.25,L,1,4.2,,1,ERWR_SL,580,,,,,,,,0.3,2.5,,,,,,,,QUKE,
_142,PreBurnYear1,8/19/2020 8:54,-2147483642,1.4,L,1,2.4,,1,ERWR_SL,581,,,,,,,,0.4,4.5,,,,,,,,QUKE,
_142,PreBurnYear1,8/19/2020 8:54,-2147483641,0.7,L,1,3,,1,PIJE_TOV,584,,,,,,,,0.4,4,,,,,,,,QUKE,
_143,PreBurnYear1,8/19/2020 8:54,,,,,,,,,,,,,,,,,,,0.04,,,tag,D. to Plant,D. to CWD,neighbor,,TRUE
_143,PreBurnYear1,8/19/2020 8:54,-2147483648,1.15,L,1,2.1,,1,QUKE_TSA,542,,,,,,,,3,0.7,,,,,,,,QUKE,
_144,PreBurnYear1,8/19/2020 8:54,,,,,,,,,,,,,,,,,,,0.04,,,tag,D. to Plant,D. to CWD,neighbor,,TRUE
_144,PreBurnYear1,8/19/2020 8:54,-2147483648,4.4,L,1,3.2,,1,ERWR_SL,524,,,,,,,,1,2,,,,,,,,QUKE,
_144,PreBurnYear1,8/19/2020 8:54,-2147483647,2.1,L,1,2.3,,1,QUKE_DTOV,531,,,,,,,,0.2,5,,,,,,,,QUKE,
_145,PreBurnYear1,8/19/2020 8:54,,,,,,,,,,,,,,,,,,,0.04,,,tag,D. to Plant,D. to CWD,neighbor,,TRUE
_145,PreBurnYear1,8/19/2020 8:54,-2147483648,0.5,L,1,1.55,,1,ROCA_SM,546,,,,,,,,0,0.7,,,,,,,,QUKE,
_145,PreBurnYear1,8/19/2020 8:54,-2147483647,5.2,L,1,4.8,,1,ROCA_SM,548,,,,,,,,0,2,,,,,,,,QUKE,
_145,PreBurnYear1,8/19/2020 8:54,-2147483646,2.7,L,1,3.8,,1,ROCA_SM,549,,,,,,,,0,1.5,,,,,,,,QUKE,
_145,PreBurnYear1,8/19/2020 8:54,-2147483645,0.3,L,1,1.4,,1,ROCA_SL,550,,,,,,,,0,0.3,,,,,,,,QUKE,
_145,PreBurnYear1,8/19/2020 8:54,-2147483644,0.95,L,1,2,,1,ROCA_SL,553,,,,,,,,0,8,,,,,,,,QUKE,
_145,PreBurnYear1,8/19/2020 8:54,-2147483643,0.6,L,1,1.7,,1,ROCA_SL,559,,,,,,,,0.4,4,,,,,,,,QUKE,
_145,PreBurnYear1,8/19/2020 8:54,-2147483642,1.55,L,1,2,,1,ROCA_SL,560,,,,,,,,0,5,,,,,,,,QUKE,
_145,PreBurnYear1,8/19/2020 8:54,-2147483641,0.3,L,1,1.5,,1,ROCA_SL,561,,,,,,,,0.3,0.4,,,,,,,,QUKE,
_145,PreBurnYear1,8/19/2020 8:54,-2147483640,1.1,L,1,2.1,,1,PIJE_TOV,564,,,,,,,,0.4,4.5,,,,,,,,QUKE,
_145,PreBurnYear1,8/19/2020 8:54,-2147483639,1,L,1,1.6,,1,ROCA_SL,566,,,,,,,,0.4,3,,,,,,,,QUKE,
_145,PreBurnYear1,8/19/2020 8:54,-2147483638,1.6,L,1,2.4,,1,ROCA_SL,567,,,,,,,,0.5,5,,,,,,,,QUKE,
_145,PreBurnYear1,8/19/2020 8:54,-2147483637,0.55,L,1,1.6,,1,ROCA_SM,568,,,,,,,,0,7,,,,,,,,QUKE,
