,MacroPlot.Name,Monitoring.Status,Date,TagNo,Status,DBH,Ht,CrwnRto,CrwnCl,LiCrBHt,CrFuBHt,CrwnRad,Age,GrwthRt,Mort,DecayCl,LaddBaseHt,LaddMaxHt,DRC,NuLiStems,NuDeStems,EqDia,XCoord,YCoord,CKR,CharHt,ScorchHt,CrScPct,DamCd1,DamSev1,DamCd2,DamSev2,DamCd3,DamSev3,DamCd4,DamSev4,DamCd5,DamSev5,Comment,UV1,UV2,SnagPlotSize,BrkPntDia,Species.Symbol,X,Year,Treatment,Visited,treatment_burn,experiment 
581,_142,PreBurnYear1,8/19/20 8:54,576,L,9.6,6.4,100,I,0.6,NA,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ROCA_SL,0.4,3.5,NA,NA,QUKE,NA,yr1,treat3,NA,post_budbreak,old
582,_142,PreBurnYear1,8/19/20 8:54,577,L,23.75,11.2,80,I,4.2,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE_TOV,0.8,4,NA,NA,PIJE,NA,yr1,treat3,NA,post_budbreak,old
583,_142,PreBurnYear1,8/19/20 8:54,582,L,28.9,8.8,80,S,4,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE_TOV,0.3,4,NA,NA,PIJE,NA,yr1,treat3,NA,post_budbreak,old
584,_142,PreBurnYear1,8/19/20 8:54,583,L,56.05,19.9,90,C,8.8,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE_TOV,0.3,4.8,NA,NA,PIJE,NA,yr1,treat3,NA,post_budbreak,old
585,_143,PreBurnYear1,8/19/20 8:54,533,D,53.6,11.2,NA,,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr1,treat3,NA,post_budbreak,old
586,_143,PreBurnYear1,8/19/20 8:54,534,D,52.85,6.4,NA,,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr1,treat3,NA,post_budbreak,old
587,_143,PreBurnYear1,8/19/20 8:54,535,L,44.25,10.2,90,I,0.8,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE_TOV,0.4,0.5,NA,NA,QUKE,NA,yr1,treat3,NA,post_budbreak,old
588,_143,PreBurnYear1,8/19/20 8:54,536,L,48.65,9.2,80,I,1.8,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE_TOV,0.4,0.5,NA,NA,QUKE,NA,yr1,treat3,NA,post_budbreak,old
589,_143,PreBurnYear1,8/19/20 8:54,537,L,39.3,13.8,70,C,4.4,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ERWR_SL,0.8,0.6,NA,NA,PIJE,NA,yr1,treat3,NA,post_budbreak,old
590,_143,PreBurnYear1,8/19/20 8:54,538,L,11.15,6,90,I,0.3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE_TOV,1,0,NA,NA,QUKE,NA,yr1,treat3,NA,post_budbreak,old
591,_143,PreBurnYear1,8/19/20 8:54,539,L,4.6,7.6,90,I,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE_TOV,1,1.1,NA,NA,QUKE,NA,yr1,treat3,NA,post_budbreak,old
592,_143,PreBurnYear1,8/19/20 8:54,540,L,6.85,3.8,70,I,0.7,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ERWR_SL,0.4,1,NA,NA,QUKE,NA,yr1,treat3,NA,post_budbreak,old
593,_143,PreBurnYear1,8/19/20 8:54,541,L,22.8,9.2,70,C,1,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ERWR_SL,3,0,NA,NA,PIJE,NA,yr1,treat3,NA,post_budbreak,old
594,_143,PreBurnYear1,8/19/20 8:54,543,L,31.3,13,80,C,3.2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE_TSE,1.5,0.8,NA,NA,PIJE,NA,yr1,treat3,NA,post_budbreak,old
595,_144,PreBurnYear1,8/19/20 8:54,525,D,27,9.4,NA,,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CEBE_SL,5,3.8,NA,NA,PIJE,NA,yr1,treat3,NA,post_budbreak,old
596,_144,PreBurnYear1,8/19/20 8:54,526,L,20.1,6.2,80,I,1.2,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CEBE_ST,0,0.7,NA,NA,PIJE,NA,yr1,treat3,NA,post_budbreak,old
597,_144,PreBurnYear1,8/19/20 8:54,527,L,37.95,9.6,80,C,0.4,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CEBE_SM,1,5,NA,NA,QUKE,NA,yr1,treat3,NA,post_budbreak,old
598,_144,PreBurnYear1,8/19/20 8:54,528,L,54.1,19.6,90,C,8.8,NA,2.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE_TOV,5.5,0.8,NA,NA,PIJE,NA,yr1,treat3,NA,post_budbreak,old
599,_144,PreBurnYear1,8/19/20 8:54,529,L,39.5,16.8,70,C,9.6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE_TSE,3,3,NA,NA,PIJE,NA,yr1,treat3,NA,post_budbreak,old
600,_144,PreBurnYear1,8/19/20 8:54,530,L,70.45,25.4,80,D,12.6,NA,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE_TSE,4,4.2,NA,NA,PIJE,NA,yr1,treat3,NA,post_budbreak,old
601,_140,PreBurnYear1,8/19/20 8:54,514,L,28.9,12.6,80,I,4.4,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE_TOV,4,3.4,NA,NA,PIJE,NA,yr1,treat3,NA,post_budbreak,old
602,_140,PreBurnYear1,8/19/20 8:54,515,L,12.1,5.6,60,S,2,NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ERWR_SL,0.6,4.1,NA,NA,PIJE,NA,yr1,treat3,NA,post_budbreak,old
603,_140,PreBurnYear1,8/19/20 8:54,516,L,52.55,18.8,80,C,9,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE_TOV,0.5,3,NA,NA,PIJE,NA,yr1,treat3,NA,post_budbreak,old
604,_140,PreBurnYear1,8/19/20 8:54,517,L,11.1,5,60,S,1.9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE_TOV,0.5,2,NA,NA,PIJE,NA,yr1,treat3,NA,post_budbreak,old
605,_140,PreBurnYear1,8/19/20 8:54,518,L,18.7,9.2,70,I,4,NA,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE_TSE,2,2.5,NA,NA,PIJE,NA,yr1,treat3,NA,post_budbreak,old
606,_140,PreBurnYear1,8/19/20 8:54,519,L,44.8,19,80,C,7.2,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE_TSE,1,2,NA,NA,PIJE,NA,yr1,treat3,NA,post_budbreak,old
607,_140,PreBurnYear1,8/19/20 8:54,520,L,19.15,12.4,70,I,4.4,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE_TSE,1,7,NA,NA,PIJE,NA,yr1,treat3,NA,post_budbreak,old
608,_141,PostBurnYear1,8/30/21 14:09,501,L,29.5,9.6,70,I,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
609,_141,PostBurnYear1,8/30/21 14:09,507,L,33.4,16.2,95,C,5.6,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,3.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
610,_141,PostBurnYear1,8/30/21 14:09,508,L,30.65,15.4,70,I,5.2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,4.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
611,_141,PostBurnYear1,8/30/21 14:09,509,L,41.75,18.8,95,C,6.6,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
612,_141,PostBurnYear1,8/30/21 14:09,510,L,44.4,18.4,90,C,8.4,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
613,_141,PostBurnYear1,8/30/21 14:09,511,L,93,7.2,40,I,1.6,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,6.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat3,NA,post_budbreak,old
614,_141,PostBurnYear1,8/30/21 14:09,512,D,73.7,7.6,NA,,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7.6,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat3,NA,post_budbreak,old
615,_141,PostBurnYear1,8/30/21 14:09,513,L,33.2,12.2,50,C,6.6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,5.6,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
616,_145,PostBurnYear1,8/30/21 14:11,545,L,61.85,23,100,C,14,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
617,_145,PostBurnYear1,8/30/21 14:11,547,D,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gone,NA,NA,NA,NA,QUKE,NA,yr2,treat3,NA,post_budbreak,old
618,_145,PostBurnYear1,8/30/21 14:11,551,L,77.05,28.4,100,D,13.5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
619,_145,PostBurnYear1,8/30/21 14:11,552,D,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gone,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
620,_145,PostBurnYear1,8/30/21 14:11,554,L,43.8,22,90,C,10,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
621,_145,PostBurnYear1,8/30/21 14:11,555,L,52.85,24,100,C,12,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
622,_145,PostBurnYear1,8/30/21 14:11,556,L,60.4,24.8,90,C,11.2,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
623,_145,PostBurnYear1,8/30/21 14:11,557,L,17.8,8.6,20,S,7.2,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,7.2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
624,_145,PostBurnYear1,8/30/21 14:11,558,D,14.55,7.8,NA,,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
625,_145,PostBurnYear1,8/30/21 14:11,562,L,53.9,23,100,C,15,NA,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
626,_145,PostBurnYear1,8/30/21 14:11,563,L,20.5,10.2,40,S,6.2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,6,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
627,_145,PostBurnYear1,8/30/21 14:11,565,L,8.75,5.8,60,S,2.3,NA,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,4.5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat3,NA,post_budbreak,old
628,_142,PostBurnYear1,8/30/21 14:09,570,L,8.4,6,80,S,1.3,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat3,NA,post_budbreak,old
629,_142,PostBurnYear1,8/30/21 14:09,571,D,47.6,10.8,NA,,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,10.8,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat3,NA,post_budbreak,old
630,_142,PostBurnYear1,8/30/21 14:09,574,L,17.9,8.2,20,S,6,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,6.9,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
631,_142,PostBurnYear1,8/30/21 14:09,575,L,72.9,27.5,100,C,10,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
632,_142,PostBurnYear1,8/30/21 14:09,576,L,10,6.4,80,I,1.4,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat3,NA,post_budbreak,old
633,_142,PostBurnYear1,8/30/21 14:09,577,L,23.5,11.4,90,I,1.8,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,3.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
634,_142,PostBurnYear1,8/30/21 14:09,582,L,29.05,8.8,90,S,4.2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,4.2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
635,_142,PostBurnYear1,8/30/21 14:09,583,L,56.4,20,100,C,9.5,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
636,_143,PostBurnYear1,8/30/21 14:10,533,D,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat3,NA,post_budbreak,old
637,_143,PostBurnYear1,8/30/21 14:10,534,D,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
638,_143,PostBurnYear1,8/30/21 14:10,535,L,46,10.2,50,I,2,NA,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat3,NA,post_budbreak,old
639,_143,PostBurnYear1,8/30/21 14:10,536,L,49.9,9.8,70,I,4.5,NA,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat3,NA,post_budbreak,old
640,_143,PostBurnYear1,8/30/21 14:10,537,L,40.1,13.8,80,C,5.5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6.4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
641,_143,PostBurnYear1,8/30/21 14:10,538,L,11.55,6.2,50,I,3.2,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.7,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat3,NA,post_budbreak,old
642,_143,PostBurnYear1,8/30/21 14:10,539,L,12.8,7.8,20,I,4.4,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat3,NA,post_budbreak,old
643,_143,PostBurnYear1,8/30/21 14:10,540,D,6.85,3.8,NA,,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat3,NA,post_budbreak,old
644,_143,PostBurnYear1,8/30/21 14:10,541,D,21.4,9.2,NA,,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,9.2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
645,_143,PostBurnYear1,8/30/21 14:10,543,L,32,13,60,C,5,NA,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,4.8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
646,_144,PostBurnYear1,8/30/21 14:10,525,D,26.6,9.4,NA,,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
647,_144,PostBurnYear1,8/30/21 14:10,526,L,19.85,6.6,80,I,1.5,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
648,_144,PostBurnYear1,8/30/21 14:10,527,L,38.2,12,100,I,1,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat3,NA,post_budbreak,old
649,_144,PostBurnYear1,8/30/21 14:10,528,L,54.4,18.8,80,C,7.4,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
650,_144,PostBurnYear1,8/30/21 14:10,529,L,39.95,16.4,95,I,6.8,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
651,_144,PostBurnYear1,8/30/21 14:10,530,L,69.7,25.4,80,C,13.6,NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
652,_140,PostBurnYear1,8/30/21 14:07,514,L,28.8,12.4,80,I,5,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,4.2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
653,_140,PostBurnYear1,8/30/21 14:07,515,L,12.2,5.6,80,I,0.8,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
654,_140,PostBurnYear1,8/30/21 14:07,516,L,52.5,19,80,C,9.6,NA,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
655,_140,PostBurnYear1,8/30/21 14:07,517,L,11.55,5.5,40,S,2.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,3.2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
656,_140,PostBurnYear1,8/30/21 14:07,518,L,19,9.9,95,I,3.6,NA,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
657,_140,PostBurnYear1,8/30/21 14:07,519,L,45.6,19,80,C,7.5,NA,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
658,_140,PostBurnYear1,8/30/21 14:07,520,L,19.45,12.4,70,I,6,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat3,NA,post_budbreak,old
659,_141,PostBurnYear2,9/26/22 10:43,501,L,30.55,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr3,treat3,NA,post_budbreak,old
660,_141,PostBurnYear2,9/26/22 10:43,507,L,33.8,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr3,treat3,NA,post_budbreak,old
