,MacroPlot.Name,Monitoring.Status,Date,TagNo,Status,DBH,Ht,CrwnRto,CrwnCl,LiCrBHt,CrFuBHt,CrwnRad,Age,GrwthRt,Mort,DecayCl,LaddBaseHt,LaddMaxHt,DRC,NuLiStems,NuDeStems,EqDia,XCoord,YCoord,CKR,CharHt,ScorchHt,CrScPct,DamCd1,DamSev1,DamCd2,DamSev2,DamCd3,DamSev3,DamCd4,DamSev4,DamCd5,DamSev5,Comment,UV1,UV2,SnagPlotSize,BrkPntDia,Species.Symbol,X,Year,Treatment,Visited,treatment_burn,experiment 
279,_171,PostBurnYear1,8/26/22 14:20,52,L,59.9,16.6,100,C,0.5,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
280,_171,PostBurnYear1,8/26/22 14:20,53,L,13.6,7,100,I,0.4,NA,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
281,_171,PostBurnYear1,8/26/22 14:20,56,L,46.6,10.5,90,I,0.3,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
282,_171,PostBurnYear1,8/26/22 14:20,59,L,40.2,13.2,100,C,0.5,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
283,_171,PostBurnYear1,8/26/22 14:20,60,L,44.65,12.2,90,C,1,NA,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
284,_171,PostBurnYear1,8/26/22 14:20,61,D,21.25,7.6,NA,,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,7.6,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat13,NA,post_budbreak,new
285,_171,PostBurnYear1,8/26/22 14:20,62,L,14.05,6.5,10,S,6,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat13,NA,post_budbreak,new
286,_198,PostBurnYear1,8/25/22 15:41,189,D,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fell over due to fire.,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
287,_198,PostBurnYear1,8/25/22 15:41,190,L,48.45,18.6,90,D,10.6,NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,10.3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat13,NA,post_budbreak,new
288,_198,PostBurnYear1,8/25/22 15:41,192,D,9.6,5.8,NA,,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,5.8,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
289,_198,PostBurnYear1,8/25/22 15:41,193,D,7.75,5.2,NA,,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.2,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
290,_198,PostBurnYear1,8/25/22 15:41,194,D,50.65,10.1,NA,,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,10.1,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
291,_198,PostBurnYear1,8/25/22 15:41,195,D,38.3,12,NA,,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,12,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
292,_198,PostBurnYear1,8/25/22 15:41,197,D,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fell over due to fire.,NA,NA,NA,NA,PIJE,NA,yr2,treat13,NA,post_budbreak,new
293,_172,PostBurnYear1,8/25/22 14:30,117,L,58.85,12,70,C,2.2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,3.8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
294,_172,PostBurnYear1,8/25/22 14:30,118,L,51.15,9.6,70,I,5.2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
295,_172,PostBurnYear1,8/25/22 14:30,119,D,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat13,NA,post_budbreak,new
296,_172,PostBurnYear1,8/25/22 14:30,120,L,43.6,15,90,D,8,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat13,NA,post_budbreak,new
297,_172,PostBurnYear1,8/25/22 14:30,122,L,45.6,16.4,100,C,9.8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,8.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat13,NA,post_budbreak,new
298,_172,PostBurnYear1,8/25/22 14:30,123,L,47.55,11.6,80,I,4,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
299,_172,PostBurnYear1,8/25/22 14:30,124,D,54.65,2,NA,,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
300,_172,PostBurnYear1,8/25/22 14:30,125,D,22.6,3.9,NA,,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat13,NA,post_budbreak,new
301,_172,PostBurnYear1,8/25/22 14:30,126,L,46.9,10.8,90,I,4.5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,5.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
302,_181,PostBurnYear1,8/25/22 15:39,95,D,16.05,3.4,NA,,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,3.4,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat13,NA,pre_budbreak,new
303,_181,PostBurnYear1,8/25/22 15:39,96,D,76.95,15.5,NA,,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
304,_181,PostBurnYear1,8/25/22 15:39,98,L,24.35,12.9,90,C,5.1,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat13,NA,pre_budbreak,new
305,_181,PostBurnYear1,8/25/22 15:39,99,L,37.45,12.4,100,C,4.9,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat13,NA,pre_budbreak,new
306,_181,PostBurnYear1,8/25/22 15:39,100,L,27.6,10,80,I,3.5,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,5.5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat13,NA,pre_budbreak,new
307,_181,PostBurnYear1,8/25/22 15:39,101,L,11.25,6.2,90,I,1.6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
308,_181,PostBurnYear1,8/25/22 15:39,103,L,15.8,6.4,100,I,2.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
309,_181,PostBurnYear1,8/25/22 15:39,104,L,12,6,100,I,2.5,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
310,_181,PostBurnYear1,8/25/22 15:39,105,L,9.35,5.2,100,I,3,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
311,_181,PostBurnYear1,8/25/22 15:39,106,L,10.8,7.1,100,I,4,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
312,_181,PostBurnYear1,8/25/22 15:39,107,L,13.25,7.2,100,I,3.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
313,_181,PostBurnYear1,8/25/22 15:39,108,L,9.8,7,100,I,2,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
314,_181,PostBurnYear1,8/25/22 15:39,109,L,23.15,9.9,70,C,2.4,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,4.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat13,NA,pre_budbreak,new
315,_181,PostBurnYear1,8/25/22 15:39,110,L,16.1,6.9,100,I,2.1,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
316,_181,PostBurnYear1,8/25/22 15:39,111,L,44.3,12.9,100,C,0.4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
317,_181,PostBurnYear1,8/25/22 15:39,112,L,55.4,13,100,C,1.6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
318,_181,PostBurnYear1,8/25/22 15:39,113,L,50.55,7.6,100,I,1.8,NA,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
319,_181,PostBurnYear1,8/25/22 15:39,114,L,15.1,5.2,90,S,0.1,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,1.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat13,NA,pre_budbreak,new
320,_181,PostBurnYear1,8/25/22 15:39,115,L,45.2,12.2,80,C,4,NA,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
321,_177,PostBurnYear1,8/25/22 14:58,85,L,23.7,7.3,90,S,1.8,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat13,NA,pre_budbreak,new
322,_177,PostBurnYear1,8/25/22 14:58,86,D,95.2,3,NA,,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
323,_177,PostBurnYear1,8/25/22 14:58,90,D,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gone.,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
324,_177,PostBurnYear1,8/25/22 14:58,91,L,19.8,10.7,100,I,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
325,_177,PostBurnYear1,8/25/22 14:58,92,L,11.25,5,40,S,3,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat13,NA,pre_budbreak,new
326,_177,PostBurnYear1,8/25/22 14:58,93,L,91,15.3,70,C,1.2,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
327,_177,PostBurnYear1,8/25/22 14:58,94,L,68.5,13.2,80,C,1,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
328,_175,PostBurnYear1,8/25/22 14:57,41,D,39.85,8.6,NA,,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
329,_175,PostBurnYear1,8/25/22 14:57,42,L,73.6,6.8,30,I,2.2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
330,_175,PostBurnYear1,8/25/22 14:57,45,L,22.95,7.6,100,S,1.6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat13,NA,post_budbreak,new
331,_175,PostBurnYear1,8/25/22 14:57,46,L,34.2,10.5,90,C,1.9,NA,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
332,_175,PostBurnYear1,8/25/22 14:57,47,L,41.65,12.2,90,C,1.9,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
333,_175,PostBurnYear1,8/25/22 14:57,48,L,34.3,10,80,I,2.1,NA,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
334,_175,PostBurnYear1,8/25/22 14:57,49,L,56.4,14,80,C,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
335,_175,PostBurnYear1,8/25/22 14:57,50,L,63.35,13.7,80,C,3,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
336,_200,PostBurnYear1,8/25/22 15:42,199,D,54.3,4.4,NA,,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
337,_200,PostBurnYear1,8/25/22 15:42,202,L,8.1,5.9,60,I,4.3,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,4.5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
338,_200,PostBurnYear1,8/25/22 15:42,203,L,23.05,7.2,70,I,4,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
339,_200,PostBurnYear1,8/25/22 15:42,204,L,11.35,6.3,60,I,3.5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,3.1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
340,_200,PostBurnYear1,8/25/22 15:42,205,L,17.45,6.8,80,I,3.8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
341,_200,PostBurnYear1,8/25/22 15:42,206,L,12.85,6.7,90,I,3.2,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,2.3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
342,_200,PostBurnYear1,8/25/22 15:42,207,D,48.4,11,NA,,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
343,_200,PostBurnYear1,8/25/22 15:42,208,L,61.05,15.2,90,C,0.8,NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
344,_200,PostBurnYear1,8/25/22 15:42,209,L,41.1,14.6,80,I,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
345,_200,PostBurnYear1,8/25/22 15:42,210,L,10.35,5.2,100,S,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,PIJE,NA,yr2,treat13,NA,post_budbreak,new
346,_200,PostBurnYear1,8/25/22 15:42,211,L,63.4,9.8,100,I,0.6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,post_budbreak,new
347,_195,PostBurnYear1,8/25/22 15:39,131,L,9.8,6.3,100,I,1.7,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
348,_195,PostBurnYear1,8/25/22 15:39,132,L,11.35,6.3,100,I,2,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
349,_195,PostBurnYear1,8/25/22 15:39,133,L,10.75,7.1,90,I,3.2,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
350,_195,PostBurnYear1,8/25/22 15:39,134,L,14.9,8.4,100,C,2.2,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
351,_195,PostBurnYear1,8/25/22 15:39,135,L,11.6,7.3,100,I,1.6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
352,_195,PostBurnYear1,8/25/22 15:39,136,L,9.35,7.5,100,I,3.5,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
353,_195,PostBurnYear1,8/25/22 15:39,137,L,11.4,6.5,90,I,2.5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
354,_195,PostBurnYear1,8/25/22 15:39,138,L,10.45,6.5,90,C,2.9,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
355,_195,PostBurnYear1,8/25/22 15:39,140,L,9.7,6,100,S,3,NA,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
356,_195,PostBurnYear1,8/25/22 15:39,141,L,15.2,6.5,100,C,2,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
357,_195,PostBurnYear1,8/25/22 15:39,142,L,13.3,6.5,100,C,1.8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
358,_195,PostBurnYear1,8/25/22 15:39,143,L,11.4,6.5,100,C,1.5,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
359,_195,PostBurnYear1,8/25/22 15:39,144,L,8.35,4.5,90,I,1.4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,QUKE,NA,yr2,treat13,NA,pre_budbreak,new
