,x1,macro_plot_name,monitoring_status,date_x,tag_no,status_x,dbh_x,ht,crwn_rto,crwn_cl,li_cr_b_ht,crwn_rad,decay_cl,char_ht,scorch_ht,cr_sc_pct,comment_x,uv1,uv2,species_symbol,year,treatment,treatment_burn,experiment,date_y,species,status_y,top_kill_y_n,dbh_y,crown_ratio,epicormic_resprout_y_n,basal_resprout_y_n,basal_resprout_height_cm,basal_resprout_width_cm,resprout_count,comment_y,experiment_resprout
1102,1102,_149,PostBurnYear2,9/26/2022 11:00,810,L,29.7,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat4,dormant_burn,old,2022,PIJE,L,N,29.7,90,N,N,NA,NA,NA,NA,old_exp_2022
1103,1103,_149,PostBurnYear2,9/26/2022 11:00,811,L,15.55,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat4,dormant_burn,old,2022,PIJE,L,N,15.55,70,N,N,NA,NA,NA,NA,old_exp_2022
1104,1104,_149,PostBurnYear2,9/26/2022 11:00,813,L,24.5,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat4,dormant_burn,old,2022,PIJE,L,N,24.5,80,N,N,NA,NA,NA,NA,old_exp_2022
1105,1105,_149,PostBurnYear2,9/26/2022 11:00,814,L,23.3,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat4,dormant_burn,old,2022,PIJE,L,N,23.3,100,N,N,NA,NA,NA,NA,old_exp_2022
1106,1106,_149,PostBurnYear2,9/26/2022 11:00,815,D,7.65,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat4,dormant_burn,old,2022,PIJE,D,N,7.65,NA,N,N,NA,NA,NA,NA,old_exp_2022
1107,1107,_149,PostBurnYear2,9/26/2022 11:00,816,L,24.8,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat4,dormant_burn,old,2022,PIJE,L,N,24.8,90,N,N,NA,NA,NA,NA,old_exp_2022
1108,1108,_149,PostBurnYear2,9/26/2022 11:00,818,L,30.3,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat4,dormant_burn,old,2022,PIJE,L,N,30.3,90,N,N,NA,NA,NA,NA,old_exp_2022
1109,1109,_149,PostBurnYear2,9/26/2022 11:00,819,L,24.3,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat4,dormant_burn,old,2022,PIJE,L,N,24.3,60,N,N,NA,NA,NA,NA,old_exp_2022
1110,1110,_149,PostBurnYear2,9/26/2022 11:00,820,L,27.15,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat4,dormant_burn,old,2022,PIJE,L,N,27.15,60,N,N,NA,NA,NA,NA,old_exp_2022
1111,1111,_149,PostBurnYear2,9/26/2022 11:00,821,L,41.5,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat4,dormant_burn,old,2022,PIJE,L,N,41.5,80,N,N,NA,NA,NA,NA,old_exp_2022
1112,1112,_149,PostBurnYear2,9/26/2022 11:00,822,L,68.65,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat4,dormant_burn,old,2022,PIJE,L,N,68.65,100,N,N,NA,NA,NA,NA,old_exp_2022
1113,1113,_149,PostBurnYear2,9/26/2022 11:00,823,D,34.7,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,D,N,34.7,NA,N,N,NA,NA,NA,NA,old_exp_2022
1119,1119,_147,PostBurnYear2,9/26/2022 10:49,863,L,8.2,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,L,N,8.2,100,N,N,NA,NA,NA,NA,old_exp_2022
1120,1120,_147,PostBurnYear2,9/26/2022 10:49,864,L,8.65,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,L,N,8.65,100,N,N,NA,NA,NA,NA,old_exp_2022
1121,1121,_147,PostBurnYear2,9/26/2022 10:49,868,L,19.05,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,L,N,19.05,100,N,N,NA,NA,NA,NA,old_exp_2022
1122,1122,_147,PostBurnYear2,9/26/2022 10:49,869,L,35.45,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat4,dormant_burn,old,2022,PIJE,L,N,35.45,100,N,N,NA,NA,NA,NA,old_exp_2022
1123,1123,_147,PostBurnYear2,9/26/2022 10:49,870,L,11.5,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,L,N,11.5,70,Y,Y,59,145,30,NA,old_exp_2022
1124,1124,_147,PostBurnYear2,9/26/2022 10:49,871,L,57.6,NA,100,NA,NA,NA,NA,NA,NA,NA,Tag fell off.,NA,NA,PIJE,yr3,treat4,dormant_burn,old,2022,PIJE,L,N,57.6,100,N,N,NA,NA,NA,Tag fell off.,old_exp_2022
1125,1125,_147,PostBurnYear2,9/26/2022 10:49,873,D,36.95,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,D,N,36.95,NA,N,N,NA,NA,NA,NA,old_exp_2022
1126,1126,_151,PostBurnYear2,9/26/2022 11:01,585,L,28.55,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,L,N,28.55,100,Y,N,NA,NA,NA,NA,old_exp_2022
1127,1127,_151,PostBurnYear2,9/26/2022 11:01,587,L,10.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,L,N,10.5,100,Y,N,NA,NA,NA,NA,old_exp_2022
1128,1128,_151,PostBurnYear2,9/26/2022 11:01,588,L,12,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,L,N,12,100,Y,N,NA,NA,NA,NA,old_exp_2022
1129,1129,_151,PostBurnYear2,9/26/2022 11:01,589,L,15.9,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,L,N,15.9,100,N,N,NA,NA,NA,NA,old_exp_2022
1130,1130,_151,PostBurnYear2,9/26/2022 11:01,591,L,14.15,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,L,N,14.15,100,N,N,NA,NA,NA,NA,old_exp_2022
1131,1131,_151,PostBurnYear2,9/26/2022 11:01,592,L,8.8,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,L,N,8.8,100,N,N,NA,NA,NA,NA,old_exp_2022
1132,1132,_151,PostBurnYear2,9/26/2022 11:01,594,L,10.85,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,L,N,10.85,100,N,N,NA,NA,NA,NA,old_exp_2022
1133,1133,_151,PostBurnYear2,9/26/2022 11:01,595,L,18,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,L,N,18,100,N,N,NA,NA,NA,NA,old_exp_2022
1134,1134,_146,PostBurnYear2,9/26/2022 10:47,849,L,60.8,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat4,dormant_burn,old,2022,PIJE,L,N,60.8,100,N,N,NA,NA,NA,NA,old_exp_2022
1135,1135,_146,PostBurnYear2,9/26/2022 10:47,851,D,17.2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat4,dormant_burn,old,2022,PIJE,D,N,17.2,NA,N,N,NA,NA,NA,NA,old_exp_2022
1136,1136,_146,PostBurnYear2,9/26/2022 10:47,854,L,53.4,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,L,N,53.4,70,N,N,NA,NA,NA,NA,old_exp_2022
1137,1137,_146,PostBurnYear2,9/26/2022 10:47,855,L,50.5,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,L,N,50.5,90,N,N,NA,NA,NA,NA,old_exp_2022
1138,1138,_146,PostBurnYear2,9/26/2022 10:47,866,L,52.75,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,L,N,52.75,100,N,N,NA,NA,NA,NA,old_exp_2022
320,320,_132,PostBurnYear2,9/26/2022 11:11,626,D,16.9,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat1,leafout_burn,old,2022,PIJE,D,N,16.9,NA,N,N,NA,NA,NA,NA,old_exp_2022
321,321,_132,PostBurnYear2,9/26/2022 11:11,628,L,72,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat1,leafout_burn,old,2022,PIJE,L,N,72,60,N,N,NA,NA,NA,NA,old_exp_2022
322,322,_132,PostBurnYear2,9/26/2022 11:11,630,L,70.15,NA,80,NA,NA,NA,NA,NA,NA,NA,New tag 968,NA,NA,PIJE,yr3,treat1,leafout_burn,old,2022,PIJE,L,N,70.15,80,N,N,NA,NA,NA,New tag 968,old_exp_2022
335,335,_133,PostBurnYear2,9/26/2022 11:12,682,L,68.6,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat1,leafout_burn,old,2022,QUKE,L,N,68.6,100,N,N,NA,NA,NA,NA,old_exp_2022
336,336,_133,PostBurnYear2,9/26/2022 11:12,683,L,39.1,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat1,leafout_burn,old,2022,QUKE,L,N,39.1,100,N,N,NA,NA,NA,NA,old_exp_2022
337,337,_133,PostBurnYear2,9/26/2022 11:12,684,D,9.5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat1,leafout_burn,old,2022,QUKE,D,Y,9.5,NA,N,Y,104,180,51,NA,old_exp_2022
338,338,_133,PostBurnYear2,9/26/2022 11:12,685,D,8.2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat1,leafout_burn,old,2022,QUKE,D,Y,8.2,NA,N,Y,104,180,51,NA,old_exp_2022
339,339,_133,PostBurnYear2,9/26/2022 11:12,687,D,84.55,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat1,leafout_burn,old,2022,PIJE,D,N,84.55,NA,N,N,NA,NA,NA,NA,old_exp_2022
340,340,_133,PostBurnYear2,9/26/2022 11:12,688,L,76.3,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat1,leafout_burn,old,2022,PIJE,L,N,76.3,100,N,N,NA,NA,NA,NA,old_exp_2022
341,341,_130,PostBurnYear2,9/26/2022 11:09,637,L,31.35,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat1,leafout_burn,old,2022,PIJE,L,N,31.35,90,N,N,NA,NA,NA,NA,old_exp_2022
342,342,_130,PostBurnYear2,9/26/2022 11:09,638,L,51.6,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat1,leafout_burn,old,2022,PIJE,L,N,51.6,100,N,N,NA,NA,NA,NA,old_exp_2022
343,343,_130,PostBurnYear2,9/26/2022 11:09,648,L,45.55,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat1,leafout_burn,old,2022,PIJE,L,N,45.55,100,N,N,NA,NA,NA,NA,old_exp_2022
344,344,_130,PostBurnYear2,9/26/2022 11:09,640,L,46.2,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat1,leafout_burn,old,2022,PIJE,L,N,46.2,100,N,N,NA,NA,NA,NA,old_exp_2022
345,345,_130,PostBurnYear2,9/26/2022 11:09,641,L,56.35,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat1,leafout_burn,old,2022,PIJE,L,N,56.35,50,N,N,NA,NA,NA,NA,old_exp_2022
346,346,_130,PostBurnYear2,9/26/2022 11:09,642,D,79.45,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat1,leafout_burn,old,2022,PIJE,D,N,79.45,NA,N,N,NA,NA,NA,NA,old_exp_2022
347,347,_130,PostBurnYear2,9/26/2022 11:09,643,L,23.95,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat1,leafout_burn,old,2022,PIJE,L,N,23.95,80,N,N,NA,NA,NA,NA,old_exp_2022
348,348,_130,PostBurnYear2,9/26/2022 11:09,644,L,22.6,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat1,leafout_burn,old,2022,QUKE,L,N,22.6,50,Y,N,NA,NA,NA,NA,old_exp_2022
349,349,_130,PostBurnYear2,9/26/2022 11:09,645,L,28.3,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat1,leafout_burn,old,2022,QUKE,L,N,28.3,90,Y,N,NA,NA,NA,NA,old_exp_2022
350,350,_130,PostBurnYear2,9/26/2022 11:09,646,L,30,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat1,leafout_burn,old,2022,QUKE,L,N,30,100,N,N,NA,NA,NA,NA,old_exp_2022
351,351,_130,PostBurnYear2,9/26/2022 11:09,647,L,33.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat1,leafout_burn,old,2022,QUKE,L,N,33.5,100,N,N,NA,NA,NA,NA,old_exp_2022
352,352,_130,PostBurnYear2,9/26/2022 11:09,649,L,46.6,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat1,leafout_burn,old,2022,PIJE,L,N,46.6,100,N,N,NA,NA,NA,NA,old_exp_2022
353,353,_128,PostBurnYear2,9/26/2022 11:08,652,L,64.1,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat1,leafout_burn,old,2022,PIJE,L,N,64.1,90,N,N,NA,NA,NA,NA,old_exp_2022
354,354,_128,PostBurnYear2,9/26/2022 11:08,653,L,53.6,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat1,leafout_burn,old,2022,PIJE,L,N,53.6,90,N,N,NA,NA,NA,NA,old_exp_2022
355,355,_128,PostBurnYear2,9/26/2022 11:08,655,L,39.4,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat1,leafout_burn,old,2022,PIJE,L,N,39.4,70,N,N,NA,NA,NA,NA,old_exp_2022
356,356,_128,PostBurnYear2,9/26/2022 11:08,657,L,63.35,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat1,leafout_burn,old,2022,PIJE,L,N,63.35,80,N,N,NA,NA,NA,NA,old_exp_2022
357,357,_128,PostBurnYear2,9/26/2022 11:08,663,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tree is gone,NA,NA,QUKE,yr3,treat1,leafout_burn,old,2022,QUKE,D,N,NA,NA,N,N,NA,NA,NA,Tree is gone,old_exp_2022
358,358,_128,PostBurnYear2,9/26/2022 11:08,664,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tree is gone,NA,NA,QUKE,yr3,treat1,leafout_burn,old,2022,QUKE,D,N,NA,NA,N,N,NA,NA,NA,Tree is gone,old_exp_2022
359,359,_128,PostBurnYear2,9/26/2022 11:08,668,L,44.4,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat1,leafout_burn,old,2022,PIJE,L,N,44.4,90,N,N,NA,NA,NA,NA,old_exp_2022
360,360,_128,PostBurnYear2,9/26/2022 11:08,670,D,11.2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat1,leafout_burn,old,2022,PIJE,D,N,11.2,NA,N,N,NA,NA,NA,NA,old_exp_2022
361,361,_131,PostBurnYear2,9/26/2022 11:10,674,D,36.2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat1,leafout_burn,old,2022,QUKE,D,Y,36.2,NA,N,Y,200,275,127,NA,old_exp_2022
362,362,_131,PostBurnYear2,9/26/2022 11:10,675,D,42,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat1,leafout_burn,old,2022,QUKE,D,Y,42,NA,N,Y,200,275,127,NA,old_exp_2022
363,363,_131,PostBurnYear2,9/26/2022 11:10,676,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fallen; cut-down.,NA,NA,PIJE,yr3,treat1,leafout_burn,old,2022,PIJE,D,N,NA,NA,N,N,NA,NA,NA,Fallen; cut-down.,old_exp_2022
364,364,_131,PostBurnYear2,9/26/2022 11:10,677,L,37.45,NA,30,NA,NA,NA,NA,NA,NA,NA,New tag 965,NA,NA,PIJE,yr3,treat1,leafout_burn,old,2022,PIJE,L,N,37.45,30,N,N,NA,NA,NA,New tag 965,old_exp_2022
365,365,_131,PostBurnYear2,9/26/2022 11:10,678,D,19.7,NA,NA,NA,NA,NA,3,NA,NA,NA,New tag 966,NA,NA,PIJE,yr3,treat1,leafout_burn,old,2022,PIJE,D,N,19.7,NA,N,N,NA,NA,NA,New tag 966,old_exp_2022
366,366,_131,PostBurnYear2,9/26/2022 11:10,679,D,61.1,NA,NA,NA,NA,NA,1,NA,NA,NA,New tag967,NA,NA,PIJE,yr3,treat1,leafout_burn,old,2022,PIJE,D,N,61.1,NA,N,N,NA,NA,NA,New tag967,old_exp_2022
367,367,_131,PostBurnYear2,9/26/2022 11:10,680,D,41.4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat1,leafout_burn,old,2022,QUKE,D,Y,41.4,NA,N,Y,200,350,91,NA,old_exp_2022
920,920,_141,PostBurnYear2,9/26/2022 10:43,501,L,30.55,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,30.55,80,N,N,NA,NA,NA,NA,old_exp_2022
921,921,_141,PostBurnYear2,9/26/2022 10:43,507,L,33.8,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,33.8,100,N,N,NA,NA,NA,NA,old_exp_2022
922,922,_141,PostBurnYear2,9/26/2022 10:43,508,L,31.2,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,31.2,80,N,N,NA,NA,NA,NA,old_exp_2022
923,923,_141,PostBurnYear2,9/26/2022 10:43,509,L,42.4,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,42.4,100,N,N,NA,NA,NA,NA,old_exp_2022
924,924,_141,PostBurnYear2,9/26/2022 10:43,510,L,44.95,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,44.95,90,N,N,NA,NA,NA,NA,old_exp_2022
925,925,_141,PostBurnYear2,9/26/2022 10:43,511,L,94,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat3,leafout_burn,old,2022,QUKE,L,N,94,50,N,N,NA,NA,NA,NA,old_exp_2022
926,926,_141,PostBurnYear2,9/26/2022 10:43,512,D,74.85,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat3,leafout_burn,old,2022,QUKE,D,N,74.85,NA,N,N,NA,NA,NA,NA,old_exp_2022
927,927,_141,PostBurnYear2,9/26/2022 10:43,513,L,33.05,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,33.05,50,N,N,NA,NA,NA,NA,old_exp_2022
928,928,_141,PostBurnYear2,9/26/2022 10:43,503,L,7.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat3,leafout_burn,old,2022,QUKE,L,N,7.8,NA,N,N,NA,NA,NA,NA,old_exp_2022
929,929,_145,PostBurnYear2,9/26/2022 10:46,545,L,62,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,62,100,N,N,NA,NA,NA,NA,old_exp_2022
930,930,_145,PostBurnYear2,9/26/2022 10:46,547,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gone,NA,NA,QUKE,yr3,treat3,leafout_burn,old,2022,QUKE,D,N,NA,NA,N,N,NA,NA,NA,Gone,old_exp_2022
931,931,_145,PostBurnYear2,9/26/2022 10:46,551,L,77.15,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,77.15,100,N,N,NA,NA,NA,NA,old_exp_2022
932,932,_145,PostBurnYear2,9/26/2022 10:46,552,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gone,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,D,N,NA,NA,N,N,NA,NA,NA,Gone,old_exp_2022
933,933,_145,PostBurnYear2,9/26/2022 10:46,554,L,44.05,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,44.05,100,N,N,NA,NA,NA,NA,old_exp_2022
934,934,_145,PostBurnYear2,9/26/2022 10:46,555,L,53.2,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,53.2,100,N,N,NA,NA,NA,NA,old_exp_2022
935,935,_145,PostBurnYear2,9/26/2022 10:46,556,L,60.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,60.5,100,N,N,NA,NA,NA,NA,old_exp_2022
936,936,_145,PostBurnYear2,9/26/2022 10:46,557,L,17.55,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,17.55,30,N,N,NA,NA,NA,NA,old_exp_2022
937,937,_145,PostBurnYear2,9/26/2022 10:46,558,D,14.55,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,D,N,14.55,NA,N,N,NA,NA,NA,NA,old_exp_2022
938,938,_145,PostBurnYear2,9/26/2022 10:46,562,L,53.8,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,53.8,100,N,N,NA,NA,NA,NA,old_exp_2022
939,939,_145,PostBurnYear2,9/26/2022 10:46,563,L,20.1,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,20.1,50,N,N,NA,NA,NA,NA,old_exp_2022
940,940,_145,PostBurnYear2,9/26/2022 10:46,565,L,9.45,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat3,leafout_burn,old,2022,QUKE,L,N,9.45,70,Y,Y,43,51,9,NA,old_exp_2022
941,941,_142,PostBurnYear2,9/26/2022 10:44,570,L,9.7,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat3,leafout_burn,old,2022,QUKE,L,N,9.7,100,Y,N,NA,NA,NA,NA,old_exp_2022
942,942,_142,PostBurnYear2,9/26/2022 10:44,571,D,47.25,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat3,leafout_burn,old,2022,QUKE,D,N,47.25,NA,N,N,NA,NA,NA,NA,old_exp_2022
943,943,_142,PostBurnYear2,9/26/2022 10:44,574,L,18,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,18,20,N,N,NA,NA,NA,NA,old_exp_2022
944,944,_142,PostBurnYear2,9/26/2022 10:44,575,L,73.3,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,73.3,100,N,N,NA,NA,NA,NA,old_exp_2022
945,945,_142,PostBurnYear2,9/26/2022 10:44,576,L,10.7,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat3,leafout_burn,old,2022,QUKE,L,N,10.7,100,N,N,NA,NA,NA,NA,old_exp_2022
946,946,_142,PostBurnYear2,9/26/2022 10:44,577,L,23.85,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,23.85,90,N,N,NA,NA,NA,NA,old_exp_2022
947,947,_142,PostBurnYear2,9/26/2022 10:44,582,L,29.3,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,29.3,90,N,N,NA,NA,NA,NA,old_exp_2022
948,948,_142,PostBurnYear2,9/26/2022 10:44,583,L,56.95,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,56.95,100,N,N,NA,NA,NA,NA,old_exp_2022
949,949,_143,PostBurnYear2,9/26/2022 10:45,533,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat3,leafout_burn,old,2022,QUKE,D,N,NA,NA,N,N,NA,NA,NA,NA,old_exp_2022
950,950,_143,PostBurnYear2,9/26/2022 10:45,534,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,D,N,NA,NA,N,N,NA,NA,NA,NA,old_exp_2022
951,951,_143,PostBurnYear2,9/26/2022 10:45,535,L,45.4,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat3,leafout_burn,old,2022,QUKE,L,N,45.4,70,Y,N,NA,NA,NA,NA,old_exp_2022
952,952,_143,PostBurnYear2,9/26/2022 10:45,536,L,49.9,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat3,leafout_burn,old,2022,QUKE,L,N,49.9,80,Y,N,NA,NA,NA,NA,old_exp_2022
