,macro_plot_name,monitoring_status,date,size_cl_dia,status,avg_ht,comment,tag_no,top_kill_y_n,resprout_y_n,epicormic_resprout_y_n,basal_resprout_y_n,basal_resprout_height_cm,basal_resprout_width_cm,basal_resprout_count,uv2,uv3,uv1desc,uv2desc,uv3desc,sa_comment,species_symbol,treatment_burn,experiment
28,_132,PostBurnYear1,8/30/2021 14:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
29,_132,PostBurnYear1,8/30/2021 14:21,4.75,D,2.1,NA,625,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,leafout_burn,old
30,_132,PostBurnYear1,8/30/2021 14:21,6.7,D,3,NA,627,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,leafout_burn,old
31,_132,PostBurnYear1,8/30/2021 14:21,3.45,D,2,NA,629,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,leafout_burn,old
32,_132,PostBurnYear1,8/30/2021 14:21,0,D,NA,not a tree; maybe coffee berry? Fully burned; resprouting.,631,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRTE,leafout_burn,old
33,_133,PostBurnYear1,8/30/2021 14:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
34,_133,PostBurnYear1,8/30/2021 14:21,4.35,D,2.9,NA,686,Y,Y,N,Y,105,126,33,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
194,_141,PostBurnYear1,8/30/2021 14:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
195,_141,PostBurnYear1,8/30/2021 14:09,6.4,L,4.6,NA,502,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
196,_141,PostBurnYear1,8/30/2021 14:09,6,L,5,NA,503,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
197,_141,PostBurnYear1,8/30/2021 14:09,2.3,L,2.5,NA,504,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
198,_141,PostBurnYear1,8/30/2021 14:09,1.05,L,1.7,NA,505,N,N,N,Y,25,36,2,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
199,_141,PostBurnYear1,8/30/2021 14:09,4.85,L,4.8,NA,506,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
200,_142,PostBurnYear1,8/30/2021 14:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
201,_142,PostBurnYear1,8/30/2021 14:09,3.7,L,3.8,NA,569,N,N,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
202,_142,PostBurnYear1,8/30/2021 14:09,0.65,D,1.7,NA,572,Y,Y,N,Y,90,50,5,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
203,_142,PostBurnYear1,8/30/2021 14:09,1.4,D,2.6,NA,573,Y,Y,N,Y,70,88,13,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
204,_142,PostBurnYear1,8/30/2021 14:09,3.3,D,2.2,NA,578,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,leafout_burn,old
205,_142,PostBurnYear1,8/30/2021 14:09,0.45,D,1.41,NA,579,Y,Y,N,Y,39,55,9,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
206,_142,PostBurnYear1,8/30/2021 14:09,6.35,D,4.4,NA,580,Y,N,N,Y,57,45,6,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
207,_142,PostBurnYear1,8/30/2021 14:09,1.45,D,2.4,NA,581,Y,Y,N,Y,93,102,15,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
208,_142,PostBurnYear1,8/30/2021 14:09,0.65,D,1.7,NA,584,Y,Y,N,Y,59,48,15,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
209,_143,PostBurnYear1,8/30/2021 14:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
210,_143,PostBurnYear1,8/30/2021 14:10,1.1,D,2.2,NA,542,Y,Y,N,Y,67,70,16,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
211,_144,PostBurnYear1,8/30/2021 14:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
212,_144,PostBurnYear1,8/30/2021 14:10,4.55,L,3.4,NA,524,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
213,_144,PostBurnYear1,8/30/2021 14:10,2.1,L,2.6,NA,531,N,Y,N,Y,84,102,15,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
214,_145,PostBurnYear1,8/30/2021 14:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
215,_145,PostBurnYear1,8/30/2021 14:11,0.35,D,1.6,NA,546,Y,Y,N,Y,44,39,8,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
216,_145,PostBurnYear1,8/30/2021 14:11,5.95,L,4.8,NA,548,N,Y,Y,Y,36,120,13,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
217,_145,PostBurnYear1,8/30/2021 14:11,2.6,D,2.8,NA,549,Y,Y,N,Y,54,88,13,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
218,_145,PostBurnYear1,8/30/2021 14:11,0.25,D,1.5,NA,550,Y,Y,N,Y,36,58,3,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
219,_145,PostBurnYear1,8/30/2021 14:11,1.15,D,1.9,NA,553,Y,Y,N,Y,66,71,14,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
220,_145,PostBurnYear1,8/30/2021 14:11,0.7,D,1.9,NA,559,Y,Y,N,Y,42,43,7,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
221,_145,PostBurnYear1,8/30/2021 14:11,1.55,D,2.4,NA,560,Y,Y,N,Y,62,130,17,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
222,_145,PostBurnYear1,8/30/2021 14:11,0.6,D,0.7,NA,561,Y,Y,N,Y,80,56,9,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
223,_145,PostBurnYear1,8/30/2021 14:11,1.25,D,2.1,NA,568,Y,Y,N,Y,72,67,10,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
224,_145,PostBurnYear1,8/30/2021 14:11,0.85,D,1.8,NA,566,Y,Y,N,Y,52,42,5,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
225,_145,PostBurnYear1,8/30/2021 14:11,1.6,D,2.4,NA,567,Y,Y,N,Y,82,70,7,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
226,_145,PostBurnYear1,8/30/2021 14:11,0.55,D,1.7,NA,568,Y,Y,N,Y,55,47,5,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
35,_128,PostBurnYear2,9/26/2022 11:08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
36,_128,PostBurnYear2,9/26/2022 11:08,0.7,L,1.6,Resprout from dead trees.,671,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
37,_128,PostBurnYear2,9/26/2022 11:08,0.7,L,1.8,Resprout from dead trees.,672,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
38,_128,PostBurnYear2,9/26/2022 11:08,0.7,D,1.8,NA,651,Y,Y,N,Y,135,112,4,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
39,_128,PostBurnYear2,9/26/2022 11:08,0.65,D,1.8,NA,654,Y,Y,N,Y,85,70,4,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
40,_128,PostBurnYear2,9/26/2022 11:08,0.4,D,1.5,NA,656,Y,Y,N,Y,59,74,1,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
41,_128,PostBurnYear2,9/26/2022 11:08,2.8,D,3.2,NA,658,Y,Y,N,Y,97,107,8,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
42,_128,PostBurnYear2,9/26/2022 11:08,2,D,3,NA,659,Y,Y,N,Y,110,123,9,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
43,_128,PostBurnYear2,9/26/2022 11:08,0,D,NA,Stalk burned,660,Y,Y,N,Y,108,176,10,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
44,_128,PostBurnYear2,9/26/2022 11:08,0,D,NA,Stalk burned,661,Y,Y,N,Y,85,80,8,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
45,_128,PostBurnYear2,9/26/2022 11:08,4.7,D,3,NA,662,Y,Y,N,Y,129,127,11,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
46,_128,PostBurnYear2,9/26/2022 11:08,1.2,D,2.1,NA,665,Y,Y,N,Y,120,105,6,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
47,_128,PostBurnYear2,9/26/2022 11:08,0.8,D,1.8,NA,666,Y,Y,N,Y,100,73,5,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
48,_128,PostBurnYear2,9/26/2022 11:08,0.5,L,1.52,NA,667,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
49,_128,PostBurnYear2,9/26/2022 11:08,0.95,D,2.1,NA,669,Y,Y,N,Y,102,126,6,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
60,_130,PostBurnYear2,9/26/2022 11:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
61,_130,PostBurnYear2,9/26/2022 11:09,0.4,D,1.45,NA,639,Y,Y,N,Y,50,49,7,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
62,_131,PostBurnYear2,9/26/2022 11:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
63,_131,PostBurnYear2,9/26/2022 11:10,0.95,L,2,Resprout from dead tree.,675,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
64,_131,PostBurnYear2,9/26/2022 11:10,0.8,L,2,Resprout from dead tree.,680,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
65,_131,PostBurnYear2,9/26/2022 11:10,3.4,D,2.1,NA,673,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
66,_132,PostBurnYear2,9/26/2022 11:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
67,_132,PostBurnYear2,9/26/2022 11:11,0.8,L,1.6,NA,633,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
68,_132,PostBurnYear2,9/26/2022 11:11,4.8,D,2.1,NA,625,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,leafout_burn,old
69,_132,PostBurnYear2,9/26/2022 11:11,0,D,NA,NA,627,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,leafout_burn,old
70,_132,PostBurnYear2,9/26/2022 11:11,3.25,D,1.7,NA,629,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,leafout_burn,old
71,_133,PostBurnYear2,9/26/2022 11:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
72,_133,PostBurnYear2,9/26/2022 11:12,4.2,D,2.9,NA,686,Y,Y,N,Y,121,165,33,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
227,_141,PostBurnYear2,9/26/2022 10:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
228,_141,PostBurnYear2,9/26/2022 10:43,7.25,L,4.6,NA,502,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
229,_141,PostBurnYear2,9/26/2022 10:43,2.5,L,2.5,NA,504,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
230,_141,PostBurnYear2,9/26/2022 10:43,0.7,L,1.7,NA,505,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
231,_141,PostBurnYear2,9/26/2022 10:43,5.5,L,4.8,NA,506,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
232,_142,PostBurnYear2,9/26/2022 10:44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
233,_142,PostBurnYear2,9/26/2022 10:44,3.7,L,3.9,NA,569,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
234,_142,PostBurnYear2,9/26/2022 10:44,0.5,D,1.7,NA,572,Y,Y,N,Y,93,76,6,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
235,_142,PostBurnYear2,9/26/2022 10:44,1.3,D,2.6,NA,573,Y,Y,N,Y,122,160,15,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
236,_142,PostBurnYear2,9/26/2022 10:44,3.3,D,2.2,NA,578,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,leafout_burn,old
237,_142,PostBurnYear2,9/26/2022 10:44,0,D,NA,Broke off; no DBH or height.,579,Y,Y,N,Y,68,80,11,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
238,_142,PostBurnYear2,9/26/2022 10:44,6.45,D,4.4,NA,580,Y,N,N,Y,74,115,7,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
239,_142,PostBurnYear2,9/26/2022 10:44,0.45,L,1.45,NA,581,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
240,_142,PostBurnYear2,9/26/2022 10:44,0.65,D,1.7,NA,584,Y,Y,N,Y,104,120,11,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
241,_143,PostBurnYear2,9/26/2022 10:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
242,_143,PostBurnYear2,9/26/2022 10:45,6.6,D,3,NA,540,Y,N,N,Y,84,144,22,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
243,_143,PostBurnYear2,9/26/2022 10:45,1,D,2.2,NA,542,Y,Y,N,Y,133,120,11,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
244,_144,PostBurnYear2,9/26/2022 10:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
245,_144,PostBurnYear2,9/26/2022 10:45,5.2,L,3.4,NA,524,N,N,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
246,_144,PostBurnYear2,9/26/2022 10:45,2.65,L,2.6,NA,531,N,Y,N,Y,130,235,12,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
247,_145,PostBurnYear2,9/26/2022 10:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
248,_145,PostBurnYear2,9/26/2022 10:46,0.45,D,1.5,NA,546,Y,Y,N,Y,54,63,8,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
249,_145,PostBurnYear2,9/26/2022 10:46,6.7,L,5,NA,548,N,Y,Y,Y,52,110,9,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
250,_145,PostBurnYear2,9/26/2022 10:46,2.8,D,2.8,NA,549,Y,Y,N,Y,87,111,7,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
251,_145,PostBurnYear2,9/26/2022 10:46,0.5,D,1.5,NA,550,Y,Y,N,Y,66,77,3,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
252,_145,PostBurnYear2,9/26/2022 10:46,1.15,D,1.9,NA,553,Y,Y,N,Y,55,107,16,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
253,_145,PostBurnYear2,9/26/2022 10:46,0.65,D,1.9,NA,559,Y,Y,N,Y,42,60,8,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
254,_145,PostBurnYear2,9/26/2022 10:46,1.95,D,2.4,NA,560,Y,Y,N,Y,54.5,148,24,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
255,_145,PostBurnYear2,9/26/2022 10:46,0.5,D,0.7,NA,561,Y,Y,N,Y,101,103.5,14,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
256,_145,PostBurnYear2,9/26/2022 10:46,1.15,D,2.1,NA,564,Y,Y,N,Y,84,107,9,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
257,_145,PostBurnYear2,9/26/2022 10:46,1.35,D,1.8,NA,566,Y,Y,N,Y,42,81,9,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
258,_145,PostBurnYear2,9/26/2022 10:46,1.5,D,2.4,NA,567,Y,Y,N,Y,47,81,22,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
259,_145,PostBurnYear2,9/26/2022 10:46,0.6,D,1.7,NA,568,Y,Y,N,Y,46.5,59,8,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
73,_128,PreBurn,8/19/2020 17:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
74,_128,PreBurn,8/19/2020 17:07,0.8,L,1.8,CEBE_ST,651,NA,NA,NA,NA,NA,NA,NA,0,2.3,NA,NA,NA,NA,QUKE,leafout_burn,old
75,_128,PreBurn,8/19/2020 17:07,3.7,L,2.7,PIJE_TOV,654,NA,NA,NA,NA,NA,NA,NA,0.1,4,NA,NA,NA,NA,QUKE,leafout_burn,old
76,_128,PreBurn,8/19/2020 17:07,0.4,L,1.4,QUKE_TSE,656,NA,NA,NA,NA,NA,NA,NA,0.8,2,NA,NA,NA,NA,QUKE,leafout_burn,old
77,_128,PreBurn,8/19/2020 17:07,2.9,L,3.2,ROCA_SM,658,NA,NA,NA,NA,NA,NA,NA,0.1,0,NA,NA,NA,NA,QUKE,leafout_burn,old
78,_128,PreBurn,8/19/2020 17:07,1.9,L,3,ROCA_SM,659,NA,NA,NA,NA,NA,NA,NA,0,0.2,NA,NA,NA,NA,QUKE,leafout_burn,old
79,_128,PreBurn,8/19/2020 17:07,2.1,L,2.2,ROCA_SM,660,NA,NA,NA,NA,NA,NA,NA,0.2,0.1,NA,NA,NA,NA,QUKE,leafout_burn,old
80,_128,PreBurn,8/19/2020 17:07,1.3,L,2,ROCA_SL,661,NA,NA,NA,NA,NA,NA,NA,0.1,0.8,NA,NA,NA,NA,QUKE,leafout_burn,old
81,_128,PreBurn,8/19/2020 17:07,5.2,L,4.1,ROCA_ST,662,NA,NA,NA,NA,NA,NA,NA,0,0.1,NA,NA,NA,NA,QUKE,leafout_burn,old
82,_128,PreBurn,8/19/2020 17:07,1.4,L,2.1,QUKE_TSA,665,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA,QUKE,leafout_burn,old
83,_128,PreBurn,8/19/2020 17:07,0.8,L,1.9,QUKE_TSA,666,NA,NA,NA,NA,NA,NA,NA,0,3.5,NA,NA,NA,NA,QUKE,leafout_burn,old
84,_128,PreBurn,8/19/2020 17:07,1.4,L,2.2,QUKE_TSA,667,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA,QUKE,leafout_burn,old
85,_128,PreBurn,8/19/2020 17:07,1,L,2,CEBE_ST,668,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,QUKE,leafout_burn,old
96,_130,PreBurn,8/19/2020 17:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
97,_130,PreBurn,8/19/2020 17:07,0.3,L,1.5,CEBE_SM,639,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,QUKE,leafout_burn,old
98,_131,PreBurn,8/19/2020 17:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
99,_131,PreBurn,8/19/2020 17:07,2.35,L,2.1,ROCA_SM,673,NA,NA,NA,NA,NA,NA,NA,1.5,3,NA,NA,NA,NA,QUKE,leafout_burn,old
100,_132,PreBurn,8/19/2020 17:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
101,_132,PreBurn,8/19/2020 17:07,5.8,L,2.7,ERWR_SL,625,NA,NA,NA,NA,NA,NA,NA,0.05,4,NA,NA,NA,NA,PIJE,leafout_burn,old
102,_132,PreBurn,8/19/2020 17:07,7.2,L,4,PIJE_TOV,627,NA,NA,NA,NA,NA,NA,NA,0.1,4.5,NA,NA,NA,NA,PIJE,leafout_burn,old
103,_132,PreBurn,8/19/2020 17:07,3.5,L,2.1,ROCA_SM,629,NA,NA,NA,NA,NA,NA,NA,0,1.1,NA,NA,NA,NA,PIJE,leafout_burn,old
104,_133,PreBurn,8/19/2020 17:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
105,_133,PreBurn,8/19/2020 17:07,4.1,L,3.6,ERWR_SL,686,NA,NA,NA,NA,NA,NA,NA,1,2.3,NA,NA,NA,NA,QUKE,leafout_burn,old
260,_141,PreBurn,8/19/2020 8:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
261,_141,PreBurn,8/19/2020 8:54,5.65,L,4.5,ERWR_SL,502,NA,NA,NA,NA,NA,NA,NA,0.4,3.5,NA,NA,NA,NA,QUKE,leafout_burn,old
262,_141,PreBurn,8/19/2020 8:54,5.75,L,4.9,ERWR_SL,503,NA,NA,NA,NA,NA,NA,NA,0.9,0.4,NA,NA,NA,NA,QUKE,leafout_burn,old
263,_141,PreBurn,8/19/2020 8:54,1.7,L,2.2,QUKE_TSA,504,NA,NA,NA,NA,NA,NA,NA,1.1,1,NA,NA,NA,NA,QUKE,leafout_burn,old
264,_141,PreBurn,8/19/2020 8:54,0.7,L,1.6,QUKE_TSA,505,NA,NA,NA,NA,NA,NA,NA,1.1,0.1,NA,NA,NA,NA,QUKE,leafout_burn,old
265,_141,PreBurn,8/19/2020 8:54,4.4,L,4.5,QUKE_TSA,506,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,QUKE,leafout_burn,old
266,_142,PreBurn,8/19/2020 8:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
267,_142,PreBurn,8/19/2020 8:54,3.15,L,3.1,QUKE_TOV,569,NA,NA,NA,NA,NA,NA,NA,0.4,2,NA,NA,NA,NA,QUKE,leafout_burn,old
268,_142,PreBurn,8/19/2020 8:54,0.55,L,1.5,QUKE_TOV,572,NA,NA,NA,NA,NA,NA,NA,0.5,0.2,NA,NA,NA,NA,QUKE,leafout_burn,old
269,_142,PreBurn,8/19/2020 8:54,1.9,L,2.9,ROCA_SL,573,NA,NA,NA,NA,NA,NA,NA,0.4,2,NA,NA,NA,NA,QUKE,leafout_burn,old
270,_142,PreBurn,8/19/2020 8:54,3.45,L,2.2,ROCA_SL,578,NA,NA,NA,NA,NA,NA,NA,0.3,2,NA,NA,NA,NA,PIJE,leafout_burn,old
271,_142,PreBurn,8/19/2020 8:54,0.45,L,1.41,ERWR_SL,579,NA,NA,NA,NA,NA,NA,NA,0.5,3,NA,NA,NA,NA,QUKE,leafout_burn,old
272,_142,PreBurn,8/19/2020 8:54,6.25,L,4.2,ERWR_SL,580,NA,NA,NA,NA,NA,NA,NA,0.3,2.5,NA,NA,NA,NA,QUKE,leafout_burn,old
273,_142,PreBurn,8/19/2020 8:54,1.4,L,2.4,ERWR_SL,581,NA,NA,NA,NA,NA,NA,NA,0.4,4.5,NA,NA,NA,NA,QUKE,leafout_burn,old
274,_142,PreBurn,8/19/2020 8:54,0.7,L,3,PIJE_TOV,584,NA,NA,NA,NA,NA,NA,NA,0.4,4,NA,NA,NA,NA,QUKE,leafout_burn,old
275,_143,PreBurn,8/19/2020 8:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
276,_143,PreBurn,8/19/2020 8:54,1.15,L,2.1,QUKE_TSA,542,NA,NA,NA,NA,NA,NA,NA,3,0.7,NA,NA,NA,NA,QUKE,leafout_burn,old
277,_144,PreBurn,8/19/2020 8:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
278,_144,PreBurn,8/19/2020 8:54,4.4,L,3.2,ERWR_SL,524,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,QUKE,leafout_burn,old
279,_144,PreBurn,8/19/2020 8:54,2.1,L,2.3,QUKE_DTOV,531,NA,NA,NA,NA,NA,NA,NA,0.2,5,NA,NA,NA,NA,QUKE,leafout_burn,old
280,_145,PreBurn,8/19/2020 8:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
281,_145,PreBurn,8/19/2020 8:54,0.5,L,1.55,ROCA_SM,546,NA,NA,NA,NA,NA,NA,NA,0,0.7,NA,NA,NA,NA,QUKE,leafout_burn,old
282,_145,PreBurn,8/19/2020 8:54,5.2,L,4.8,ROCA_SM,548,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,QUKE,leafout_burn,old
283,_145,PreBurn,8/19/2020 8:54,2.7,L,3.8,ROCA_SM,549,NA,NA,NA,NA,NA,NA,NA,0,1.5,NA,NA,NA,NA,QUKE,leafout_burn,old
