,x1,macro_plot_name,monitoring_status,date_x,tag_no,status_x,dbh_x,ht,crwn_rto,crwn_cl,li_cr_b_ht,crwn_rad,decay_cl,char_ht,scorch_ht,cr_sc_pct,comment_x,uv1,uv2,species_symbol,year,treatment,treatment_burn,experiment,date_y,species,status_y,top_kill_y_n,dbh_y,crown_ratio,epicormic_resprout_y_n,basal_resprout_y_n,basal_resprout_height_cm,basal_resprout_width_cm,resprout_count,comment_y,experiment_resprout
645,645,_170,PostBurnYear1,8/25/2022 14:29,981,L,85.75,16.6,100,C,1.4,6.5,NA,0,4,2,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,85.75,100,N,N,NA,NA,NA,NA,new_exp_2022
646,646,_176,PostBurnYear1,8/25/2022 14:57,76,D,19.35,6.2,NA,NA,NA,NA,1,0.75,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,D,Y,19.35,NA,N,Y,103,90,14,NA,new_exp_2022
647,647,_176,PostBurnYear1,8/25/2022 14:57,77,L,63.5,11.2,50,C,0,3.5,NA,0.64,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,63.5,50,N,N,NA,NA,NA,NA,new_exp_2022
648,648,_176,PostBurnYear1,8/25/2022 14:57,79,L,30.7,7.9,70,I,1.7,3,NA,0.8,1.5,2,NA,NA,NA,PIJE,yr2,treat13,dormant_burn,new,2022,PIJE,L,N,30.7,70,N,N,NA,NA,NA,NA,new_exp_2022
649,649,_176,PostBurnYear1,8/25/2022 14:57,80,L,12.8,6.5,100,I,0.2,2,NA,0.26,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,12.8,100,Y,Y,21,16,2,NA,new_exp_2022
650,650,_176,PostBurnYear1,8/25/2022 14:57,81,L,12.1,6.6,100,I,1.3,1.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,12.1,100,Y,N,NA,NA,NA,NA,new_exp_2022
651,651,_176,PostBurnYear1,8/25/2022 14:57,83,L,13.7,6.4,100,I,1,2.5,NA,0.37,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,13.7,100,Y,N,NA,NA,NA,NA,new_exp_2022
652,652,_176,PostBurnYear1,8/25/2022 14:57,84,L,35.5,14,80,C,5,1.5,NA,0.63,2.9,10,NA,NA,NA,PIJE,yr2,treat13,dormant_burn,new,2022,PIJE,L,N,35.5,80,N,N,NA,NA,NA,NA,new_exp_2022
653,653,_196,PostBurnYear1,8/25/2022 15:40,166,D,39.5,3.8,NA,NA,NA,NA,5,3.8,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,D,N,39.5,NA,N,N,NA,NA,NA,NA,new_exp_2022
654,654,_196,PostBurnYear1,8/25/2022 15:40,167,D,36.5,2.2,NA,NA,NA,NA,5,2.2,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,D,N,36.5,NA,N,N,NA,NA,NA,NA,new_exp_2022
655,655,_196,PostBurnYear1,8/25/2022 15:40,168,L,15.15,6.6,100,I,0.2,2,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,15.15,100,Y,N,NA,NA,NA,NA,new_exp_2022
656,656,_196,PostBurnYear1,8/25/2022 15:40,171,L,46.2,12.3,100,C,0.9,3.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,46.2,100,N,N,NA,NA,NA,NA,new_exp_2022
657,657,_196,PostBurnYear1,8/25/2022 15:40,172,D,22.35,6.2,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,D,N,22.35,NA,N,N,NA,NA,NA,NA,new_exp_2022
658,658,_196,PostBurnYear1,8/25/2022 15:40,173,L,56.8,11,100,C,1.4,4.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,56.8,100,N,N,NA,NA,NA,NA,new_exp_2022
659,659,_196,PostBurnYear1,8/25/2022 15:40,174,L,16.9,9.3,100,I,1.6,2.25,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,16.9,100,N,Y,30,17,2,NA,new_exp_2022
660,660,_196,PostBurnYear1,8/25/2022 15:40,175,L,64.35,12.2,90,C,0.5,4,NA,0.64,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,64.35,90,N,N,NA,NA,NA,NA,new_exp_2022
661,661,_197,PostBurnYear1,8/25/2022 15:41,183,L,43.65,7.8,80,C,2.1,4,NA,0.76,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,43.65,80,N,N,NA,NA,NA,NA,new_exp_2022
662,662,_197,PostBurnYear1,8/25/2022 15:41,184,L,36.15,11,80,C,2.3,4,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,36.15,80,N,N,NA,NA,NA,NA,new_exp_2022
663,663,_197,PostBurnYear1,8/25/2022 15:41,185,L,35.6,11.4,80,C,6.3,2.5,NA,2.4,6.4,NA,NA,NA,NA,PIJE,yr2,treat13,dormant_burn,new,2022,PIJE,L,N,35.6,80,N,N,NA,NA,NA,NA,new_exp_2022
664,664,_197,PostBurnYear1,8/25/2022 15:41,186,L,59.3,20.9,90,C,9.2,3,NA,5,9,NA,NA,NA,NA,PIJE,yr2,treat13,dormant_burn,new,2022,PIJE,L,N,59.3,90,N,N,NA,NA,NA,NA,new_exp_2022
665,665,_197,PostBurnYear1,8/25/2022 15:41,187,L,47.55,20.8,70,C,10.5,2.5,NA,5,15.2,NA,NA,NA,NA,PIJE,yr2,treat13,dormant_burn,new,2022,PIJE,L,N,47.55,70,N,N,NA,NA,NA,NA,new_exp_2022
666,666,_173,PostBurnYear1,8/25/2022 14:56,22,L,42.55,6.4,60,I,4,6.5,NA,0,4,40,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,42.55,60,Y,N,NA,NA,NA,NA,new_exp_2022
667,667,_173,PostBurnYear1,8/25/2022 14:56,23,L,33.8,9.4,40,I,4.2,3.5,NA,0,4.2,60,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,33.8,40,Y,N,NA,NA,NA,NA,new_exp_2022
668,668,_173,PostBurnYear1,8/25/2022 14:56,25,L,33.6,12.4,60,C,5,6,NA,0,5,40,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,33.6,60,Y,N,NA,NA,NA,NA,new_exp_2022
669,669,_173,PostBurnYear1,8/25/2022 14:56,26,L,32.6,12.3,40,C,4,6,NA,0,4,60,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,32.6,40,Y,N,NA,NA,NA,NA,new_exp_2022
670,670,_173,PostBurnYear1,8/25/2022 14:56,27,L,33.95,12.5,60,C,6.5,6.5,NA,0,10.4,40,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,33.95,60,Y,N,NA,NA,NA,NA,new_exp_2022
671,671,_173,PostBurnYear1,8/25/2022 14:56,28,L,39.35,12.4,90,C,1.4,4.5,NA,0,2.5,10,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,39.35,90,N,N,NA,NA,NA,NA,new_exp_2022
672,672,_173,PostBurnYear1,8/25/2022 14:56,29,L,39.5,9,90,I,2,3.5,NA,0.85,3,5,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,39.5,90,N,N,NA,NA,NA,NA,new_exp_2022
673,673,_173,PostBurnYear1,8/25/2022 14:56,30,D,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Gone.,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,D,N,NA,NA,N,N,NA,NA,NA,Gone.,new_exp_2022
674,674,_173,PostBurnYear1,8/25/2022 14:56,31,L,21.2,4.8,50,I,NA,1.5,NA,0.6,2.5,50,NA,NA,NA,PIJE,yr2,treat13,leafout_burn,new,2022,PIJE,L,N,21.2,50,N,N,NA,NA,NA,NA,new_exp_2022
675,675,_173,PostBurnYear1,8/25/2022 14:56,32,D,11.25,2,NA,NA,NA,NA,1,0.84,2,100,NA,NA,NA,PIJE,yr2,treat13,leafout_burn,new,2022,PIJE,D,N,11.25,NA,N,N,NA,NA,NA,NA,new_exp_2022
676,676,_173,PostBurnYear1,8/25/2022 14:56,33,D,47.2,2.1,NA,NA,NA,NA,1,2.02,NA,NA,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,D,Y,47.2,NA,N,Y,48,53.5,12,NA,new_exp_2022
677,677,_173,PostBurnYear1,8/25/2022 14:56,34,D,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Gone.,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,D,N,NA,NA,N,N,NA,NA,NA,Gone.,new_exp_2022
678,678,_173,PostBurnYear1,8/25/2022 14:56,35,L,14.8,7,30,I,3.5,0.75,NA,1.48,3.5,69,NA,NA,NA,PIJE,yr2,treat13,leafout_burn,new,2022,PIJE,L,N,14.8,30,N,N,NA,NA,NA,NA,new_exp_2022
679,679,_173,PostBurnYear1,8/25/2022 14:56,36,L,40.5,11.8,50,C,6.2,3.75,NA,1.73,6.2,45,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,40.5,50,N,N,NA,NA,NA,NA,new_exp_2022
680,680,_173,PostBurnYear1,8/25/2022 14:56,37,D,12.1,5.2,NA,NA,NA,NA,NA,0.82,5.2,95,NA,NA,NA,PIJE,yr2,treat13,leafout_burn,new,2022,PIJE,D,N,12.1,NA,N,N,NA,NA,NA,NA,new_exp_2022
681,681,_180,PostBurnYear1,8/25/2022 15:00,2,L,19.8,8,100,C,1.9,2.5,NA,0.12,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,19.8,100,N,N,NA,NA,NA,NA,new_exp_2022
682,682,_180,PostBurnYear1,8/25/2022 15:00,3,L,11.3,6.5,100,I,1.8,1.5,NA,0.35,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,11.3,100,Y,Y,32,11,1,same resprout as tag# 4,new_exp_2022
683,683,_180,PostBurnYear1,8/25/2022 15:00,4,L,10.15,6.4,100,I,2,1.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,10.15,100,Y,Y,32,11,1,same resprout as tag# 3,new_exp_2022
684,684,_180,PostBurnYear1,8/25/2022 15:00,6,L,16.5,8.5,100,C,1.8,1.3,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,16.5,100,N,N,NA,NA,NA,NA,new_exp_2022
685,685,_180,PostBurnYear1,8/25/2022 15:00,7,L,12.1,5.7,70,S,4,0.75,NA,0,4,30,NA,NA,NA,PIJE,yr2,treat13,dormant_burn,new,2022,PIJE,L,N,12.1,70,N,N,NA,NA,NA,NA,new_exp_2022
686,686,_180,PostBurnYear1,8/25/2022 15:00,8,L,101.3,6.5,70,C,1.4,6,NA,0.94,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,101.3,70,N,Y,7,8,1,same resprout as tag#9,new_exp_2022
687,687,_180,PostBurnYear1,8/25/2022 15:00,9,L,66,10.6,50,C,3,3.25,NA,0.42,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,66,50,Y,Y,7,8,1,same resprout as tag# 8,new_exp_2022
688,688,_180,PostBurnYear1,8/25/2022 15:00,11,L,8.9,3.9,80,S,1.5,1.25,NA,1.04,1.5,20,NA,NA,NA,PIJE,yr2,treat13,dormant_burn,new,2022,PIJE,L,N,8.9,80,N,N,NA,NA,NA,NA,new_exp_2022
689,689,_180,PostBurnYear1,8/25/2022 15:00,12,L,13,7.3,100,I,1.7,2.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,13,100,N,N,NA,NA,NA,NA,new_exp_2022
690,690,_180,PostBurnYear1,8/25/2022 15:00,13,L,8.25,6.5,100,I,1.3,1.75,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,8.25,100,Y,N,NA,NA,NA,NA,new_exp_2022
691,691,_180,PostBurnYear1,8/25/2022 15:00,14,L,11.35,7.4,100,I,1.4,2.25,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,11.35,100,Y,N,NA,NA,NA,NA,new_exp_2022
692,692,_180,PostBurnYear1,8/25/2022 15:00,15,L,18.2,7.4,100,C,0.5,3.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,18.2,100,Y,N,NA,NA,NA,NA,new_exp_2022
693,693,_180,PostBurnYear1,8/25/2022 15:00,16,D,42.6,7.6,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,PIJE,yr2,treat13,dormant_burn,new,2022,PIJE,D,N,42.6,NA,N,N,NA,NA,NA,NA,new_exp_2022
694,694,_180,PostBurnYear1,8/25/2022 15:00,17,L,18.2,8.2,100,C,1.9,2.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,18.2,100,Y,N,NA,NA,NA,NA,new_exp_2022
695,695,_180,PostBurnYear1,8/25/2022 15:00,18,L,8.2,3.3,100,S,1.1,1.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,8.2,100,Y,N,NA,NA,NA,NA,new_exp_2022
696,696,_180,PostBurnYear1,8/25/2022 15:00,19,L,15.6,6.3,100,I,1.4,1.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,15.6,100,Y,N,NA,NA,NA,NA,new_exp_2022
697,697,_180,PostBurnYear1,8/25/2022 15:00,20,L,14.85,7.4,100,C,1,1.75,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,14.85,100,NA,NA,NA,NA,NA,NA,new_exp_2022
698,698,_199,PostBurnYear1,8/25/2022 15:42,212,L,49.3,14.2,60,C,7.6,6.4,NA,1.36,7.6,40,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,49.3,60,Y,N,NA,NA,NA,NA,new_exp_2022
699,699,_199,PostBurnYear1,8/25/2022 15:42,213,L,39.5,8.4,40,C,5.8,4.5,NA,0.6,5.8,60,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,39.5,40,Y,N,NA,NA,NA,NA,new_exp_2022
700,700,_199,PostBurnYear1,8/25/2022 15:42,214,D,21,4,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,D,N,21,NA,N,N,NA,NA,NA,NA,new_exp_2022
701,701,_199,PostBurnYear1,8/25/2022 15:42,215,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gone.,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,D,N,NA,NA,N,N,NA,NA,NA,Gone.,new_exp_2022
702,702,_199,PostBurnYear1,8/25/2022 15:42,216,L,35.05,10.8,30,C,7.9,1.5,NA,0.3,9.2,70,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,35.05,30,Y,N,NA,NA,NA,NA,new_exp_2022
703,703,_199,PostBurnYear1,8/25/2022 15:42,217,D,13.15,4.3,NA,NA,NA,NA,1,1.6,4.3,100,NA,NA,NA,PIJE,yr2,treat13,leafout_burn,new,2022,PIJE,D,N,13.15,NA,N,N,NA,NA,NA,NA,new_exp_2022
704,704,_199,PostBurnYear1,8/25/2022 15:42,218,D,23.85,8,NA,NA,NA,NA,1,3.2,8,100,NA,NA,NA,PIJE,yr2,treat13,leafout_burn,new,2022,PIJE,D,N,23.85,NA,N,N,NA,NA,NA,NA,new_exp_2022
705,705,_199,PostBurnYear1,8/25/2022 15:42,220,D,64,9,NA,NA,NA,NA,1,2.96,9,80,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,D,N,64,NA,N,N,NA,NA,NA,NA,new_exp_2022
706,706,_199,PostBurnYear1,8/25/2022 15:42,221,D,48.1,9.7,NA,NA,NA,NA,1,4,9.6,80,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,D,N,48.1,NA,N,N,NA,NA,NA,NA,new_exp_2022
707,707,_199,PostBurnYear1,8/25/2022 15:42,222,L,25.65,12.6,40,C,8.4,1.25,NA,3.9,8.4,60,NA,NA,NA,PIJE,yr2,treat13,leafout_burn,new,2022,PIJE,L,N,25.65,40,N,N,NA,NA,NA,NA,new_exp_2022
708,708,_199,PostBurnYear1,8/25/2022 15:42,223,D,18.05,6.8,NA,NA,NA,NA,1,6.8,6.8,80,NA,NA,NA,PIJE,yr2,treat13,leafout_burn,new,2022,PIJE,D,N,18.05,NA,N,N,NA,NA,NA,NA,new_exp_2022
709,709,_199,PostBurnYear1,8/25/2022 15:42,224,L,92.7,10.9,30,C,4.2,3,NA,0.3,6.5,60,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,92.7,30,N,N,NA,NA,NA,NA,new_exp_2022
81,81,_152,PreBurn,8/30/2021 14:15,203,L,54.3,20.2,100,C,10.6,3.25,NA,5.2,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,54.3,100,N,N,NA,NA,NA,NA,old_exp_2021
82,82,_152,PreBurn,8/30/2021 14:15,204,L,20.15,8.6,100,I,3.2,1.4,NA,1.4,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,20.15,100,N,N,NA,NA,NA,NA,old_exp_2021
83,83,_152,PreBurn,8/30/2021 14:15,205,L,64.5,19.8,100,C,10.6,3.5,NA,0.5,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,64.5,100,N,N,NA,NA,NA,NA,old_exp_2021
84,84,_152,PreBurn,8/30/2021 14:15,206,L,64.3,21.8,100,C,11.2,3,NA,0.4,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,64.3,100,N,N,NA,NA,NA,NA,old_exp_2021
85,85,_152,PreBurn,8/30/2021 14:15,207,L,49.15,17,100,C,13.2,2.75,NA,0.3,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,49.15,100,N,N,NA,NA,NA,NA,old_exp_2021
86,86,_152,PreBurn,8/30/2021 14:15,208,L,50.2,18.2,100,C,7.6,2.5,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,50.2,100,N,N,NA,NA,NA,NA,old_exp_2021
87,87,_154,PreBurn,8/30/2021 14:16,101,L,8.5,3.1,100,I,0.3,0.75,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,8.5,100,N,N,NA,NA,NA,NA,old_exp_2021
88,88,_154,PreBurn,8/30/2021 14:16,102,L,41.9,18.2,80,C,11.2,2,NA,0.2,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,41.9,80,N,N,NA,NA,NA,NA,old_exp_2021
89,89,_154,PreBurn,8/30/2021 14:16,103,L,47.2,19,90,C,10.4,2.5,NA,0.2,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,47.2,90,N,N,NA,NA,NA,NA,old_exp_2021
90,90,_154,PreBurn,8/30/2021 14:16,104,L,26.3,10.9,90,I,4.6,1.75,NA,0.5,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,26.3,90,N,N,NA,NA,NA,NA,old_exp_2021
91,91,_154,PreBurn,8/30/2021 14:16,105,L,9.95,3.9,100,S,0.5,1.4,NA,0.7,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,9.95,100,N,N,NA,NA,NA,NA,old_exp_2021
92,92,_154,PreBurn,8/30/2021 14:16,106,L,91.1,18.4,100,C,1.5,4.5,NA,0,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2021,QUKE,L,N,91.1,100,N,N,NA,NA,NA,NA,old_exp_2021
93,93,_154,PreBurn,8/30/2021 14:16,107,L,49.5,15,80,C,10.4,2,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,49.5,80,N,N,NA,NA,NA,NA,old_exp_2021
94,94,_158,PreBurn,8/30/2021 14:18,109,L,51.65,15.2,60,C,11.6,2.5,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,51.65,60,N,N,NA,NA,NA,NA,old_exp_2021
95,95,_158,PreBurn,8/30/2021 14:18,110,L,116.4,6,40,S,1.8,1.5,NA,0,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2021,QUKE,L,N,116.4,40,N,N,NA,NA,NA,NA,old_exp_2021
96,96,_158,PreBurn,8/30/2021 14:18,113,L,8,4.2,60,S,1.7,0.5,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,8,60,N,N,NA,NA,NA,NA,old_exp_2021
97,97,_158,PreBurn,8/30/2021 14:18,114,L,49.3,16.2,80,C,8.4,2.25,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,49.3,80,N,N,NA,NA,NA,NA,old_exp_2021
98,98,_158,PreBurn,8/30/2021 14:18,116,L,36.6,18.2,80,C,10.2,1.6,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,36.6,80,N,N,NA,NA,NA,NA,old_exp_2021
99,99,_158,PreBurn,8/30/2021 14:18,117,L,25.55,12.6,30,I,10,1,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,25.55,30,N,N,NA,NA,NA,NA,old_exp_2021
100,100,_158,PreBurn,8/30/2021 14:18,118,L,65.1,14.6,100,C,2.5,4.5,NA,0,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2021,QUKE,L,N,65.1,100,N,N,NA,NA,NA,NA,old_exp_2021
101,101,_158,PreBurn,8/30/2021 14:18,119,L,70.45,15.6,100,C,0.3,4.25,NA,0,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2021,QUKE,L,N,70.45,100,N,N,NA,NA,NA,NA,old_exp_2021
102,102,_158,PreBurn,8/30/2021 14:18,120,L,14.7,5,90,S,1.5,1.25,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,14.7,90,N,N,NA,NA,NA,NA,old_exp_2021
103,103,_158,PreBurn,8/30/2021 14:18,121,L,12.4,4.8,70,S,1.8,0.75,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,12.4,70,N,N,NA,NA,NA,NA,old_exp_2021
104,104,_158,PreBurn,8/30/2021 14:18,123,L,21.4,8.6,100,I,0.5,2.6,NA,0,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2021,QUKE,L,N,21.4,100,N,N,NA,NA,NA,NA,old_exp_2021
105,105,_158,PreBurn,8/30/2021 14:18,124,L,8.45,6.5,100,I,1.5,1.25,NA,0,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2021,QUKE,L,N,8.45,100,N,N,NA,NA,NA,NA,old_exp_2021
106,106,_158,PreBurn,8/30/2021 14:18,127,L,26,8,100,I,0.7,3.25,NA,0,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2021,QUKE,L,N,26,100,N,N,NA,NA,NA,NA,old_exp_2021
107,107,_158,PreBurn,8/30/2021 14:18,131,L,42.55,18,90,C,11,1.75,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,42.55,90,N,N,NA,NA,NA,NA,old_exp_2021
108,108,_158,PreBurn,8/30/2021 14:18,133,L,10.3,5,50,S,2.4,0.8,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,10.3,50,N,N,NA,NA,NA,NA,old_exp_2021
109,109,_158,PreBurn,8/30/2021 14:18,134,L,63.2,22,100,C,15,2,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,63.2,100,N,N,NA,NA,NA,NA,old_exp_2021
110,110,_158,PreBurn,8/30/2021 14:18,135,L,42.9,18.6,100,C,12.2,2.1,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,42.9,100,N,N,NA,NA,NA,NA,old_exp_2021
111,111,_158,PreBurn,8/30/2021 14:18,138,L,12.95,5.8,80,S,0.7,0.95,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,12.95,80,N,N,NA,NA,NA,NA,old_exp_2021
112,112,_158,PreBurn,8/30/2021 14:18,139,D,14.4,4.5,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,D,N,14.4,NA,N,N,NA,NA,NA,NA,old_exp_2021
113,113,_158,PreBurn,8/30/2021 14:18,140,L,45,17.4,70,C,11.2,2,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,45,70,N,N,NA,NA,NA,NA,old_exp_2021
114,114,_157,PreBurn,8/30/2021 14:17,141,L,47.5,17.8,30,C,13.8,1.75,NA,7.2,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,47.5,30,N,N,NA,NA,NA,NA,old_exp_2021
115,115,_157,PreBurn,8/30/2021 14:17,142,L,63.5,20.4,70,C,15,2.5,NA,5.2,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,63.5,70,N,N,NA,NA,NA,NA,old_exp_2021
116,116,_157,PreBurn,8/30/2021 14:17,146,L,43.6,5,5,I,5,0.25,NA,0,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2021,QUKE,L,N,43.6,5,N,N,NA,NA,NA,NA,old_exp_2021
117,117,_157,PreBurn,8/30/2021 14:17,147,L,52.7,18.6,80,C,12.8,2.75,NA,3.1,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,52.7,80,N,N,NA,NA,NA,NA,old_exp_2021
118,118,_157,PreBurn,8/30/2021 14:17,148,L,60.8,22.2,90,C,12.4,2.38,NA,6.2,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,60.8,90,N,N,NA,NA,NA,NA,old_exp_2021
128,128,_153,PreBurn,8/30/2021 14:16,174,D,58.85,9,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2021,QUKE,D,N,58.85,NA,N,N,NA,NA,NA,NA,old_exp_2021
129,129,_153,PreBurn,8/30/2021 14:16,175,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2021,QUKE,D,N,NA,NA,N,N,NA,NA,NA,NA,old_exp_2021
